name,codice,pricecap,price,country
coca-cola european partners,ccep,25730000000,56,uk
horizon therapeutics,hznp,25700000000,113,ireland
saic motor,600104.ss,25630000000,2,china
veeva systems,veev,25570000000,164,usa
alexandria real estate equities,are,25520000000,155,usa
agnico eagle mines,aem,25500000000,55,canada
saudi electricity,5110.sr,25500000000,6,s. arabia
arcelormittal,mt,25430000000,31,luxembourg
enbw energie,ebk.de,25410000000,93,germany
riyad bank,1010.sr,25410000000,8,s. arabia
sandvik,sand.st,25280000000,20,sweden
yum china,yumc,25200000000,60,china
hormel foods,hrl,25190000000,46,usa
china resources beer,0291.hk,25130000000,7,hong kong
ebay,ebay,25100000000,46,usa
ulta beauty,ulta,24980000000,490,usa
partners group,pghn.sw,24970000000,957,switzerland
raymond james,rjf,24970000000,115,usa
goodman group,gmg.ax,24960000000,13,australia
bridgestone,5108.t,24840000000,36,japan
standard chartered,stan.l,24840000000,8,uk
lindt,lisp.sw,24750000000,10,switzerland
ck hutchison holdings,0001.hk,24690000000,6,hong kong
telkom indonesia,tlk,24670000000,24,indonesia
national bank of canada,na.to,24670000000,73,canada
cellnex telecom,clnx.mc,24620000000,34,spain
ke holdings,beke,24620000000,19,china
seagen,sgen,24530000000,132,usa
delta air lines,dal,24490000000,38,usa
maybank,mlyby,24480000000,3,malaysia
firstenergy,fe,24430000000,42,usa
techtronic industries,tib1.f,24430000000,13,hong kong
tractor supply,tsco,24420000000,221,usa
the hartford,hig,24390000000,76,usa
vulcan materials,vmc,24340000000,183,usa
naver,035420.ks,24330000000,162,s. korea
fubon financial,2881.tw,24310000000,1,taiwan
rogers communication,rci,24240000000,48,canada
banorte,gfnorteo.mx,24210000000,8,mexico
delta electronics,2308.tw,24140000000,9,taiwan
tripcom,tcom,24080000000,37,china
vonovia,vna.de,24020000000,29,germany
genuine parts company,gpc,23930000000,169,usa
sociedad quimica y minera,sqm,23890000000,83,chile
kellogg's,k,23880000000,70,usa
ecopetrol,ec,23880000000,11,colombia
fortive,ftv,23850000000,67,usa
dai-ichi life holdings,8750.t,23760000000,23,japan
equity residential,eqr,23760000000,60,usa
great-west lifeco,gwo.to,23700000000,25,canada
fifth third bank,fitb,23660000000,34,usa
legrand,lr.pa,23630000000,88,france
arch capital,acgl,23580000000,63,bermuda
hannover ruck,hnr1.de,23560000000,195,germany
first republic bank,frc,23550000000,128,usa
central japan railway,9022.t,23530000000,119,japan
cnh industrial,cnhi,23500000000,17,uk
avalonbay communities,avb,23480000000,167,usa
nestle india,nestleind.ns,23410000000,242,india
weyerhaeuser,wy,23410000000,31,usa
shanghai airport,600009.ss,23390000000,9,china
imperial brands,itba.f,23370000000,24,uk
btg pactual,bpac3.sa,23330000000,2,brazil
crowdstrike,crwd,23320000000,99,usa
ameren,aee,23300000000,90,usa
ingersoll rand,ir,23290000000,57,ireland
tyson foods,tsn,23250000000,64,usa
zto express,zto,23220000000,28,china
koninklijke dsm,dsm.as,23200000000,132,netherlands
sirius xm,siri,23180000000,5,usa
the trade desk,ttd,23020000000,47,usa
china everbright bank,601818.ss,23010000000,0,china
epiroc,epi-a.st,22990000000,20,sweden
evolution gaming,evo.st,22960000000,107,sweden
ck asset holdings,1113.hk,22960000000,6,hong kong
telefonica,tef,22920000000,3,spain
michelin,ml.pa,22880000000,32,france
ares management,ares,22880000000,77,usa
oil & natural gas,ongc.ns,22850000000,1,india
cosco shipping,601919.ss,22850000000,1,china
dte energy,dte,22840000000,117,usa
olympus,7733.t,22810000000,17,japan
kakao,035720.ks,22760000000,52,s. korea
verisign,vrsn,22670000000,213,usa
baxter,bax,22600000000,44,usa
ppl,ppl,22530000000,30,usa
jsw steel,jswsteel.ns,22510000000,9,india
edp renovaveis,edpr.ls,22510000000,23,spain
trina solar,688599.ss,22500000000,10,china
repsol,rep.mc,22480000000,16,spain
entergy,etr,22480000000,106,usa
canon,caj,22470000000,22,japan
borouge,borouge.ae,22420000000,0,uae
yankuang energy yanzhou coal mining,600188.ss,22410000000,5,china
datadog,ddog,22370000000,70,usa
didi,didiy,22320000000,4,china
schindler group,schn.sw,22320000000,202,switzerland
labcorp,lh,22300000000,251,usa
argenx,argx,22210000000,401,netherlands
ansys,anss,22130000000,254,usa
sse,sct.f,22060000000,20,uk
martin marietta,mlm,22060000000,355,usa
anhui conch cement,ahchf,22030000000,3,china
unicharm,8113.t,22030000000,37,japan
tesco,tscdf,22010000000,3,uk
boe technology,000725.sz,21990000000,0,china
aena,aena.mc,21970000000,146,spain
southwest airlines,luv,21960000000,36,usa
li auto,li,21950000000,22,china
uapartments,udr,21910000000,40,usa
principal,pfg,21850000000,89,usa
chow tai fook,1929.hk,21760000000,2,hong kong
mccormick & company,mkc,21740000000,81,usa
sany heavy industry,600031.ss,21570000000,2,china
grupo bimbo,bimboa.mx,21570000000,4,mexico
endesa,ele.mc,21490000000,20,spain
firstrand,fsra.f,21430000000,3,south africa
china minsheng bank,600016.ss,21410000000,0,china
teck resources,teck,21400000000,42,canada
societe generale,gle.pa,21390000000,26,france
komatsu,6301.t,21380000000,22,japan
china unicom,0762.hk,21350000000,0,hong kong
extra space storage,exr,21340000000,151,usa
insulet,podd,21240000000,305,usa
quanta services,pwr,21220000000,148,usa
ganfeng lithium,002460.sz,21200000000,11,china
sumitomo,8053.t,21110000000,16,japan
hewlett packard enterprise,hpe,21080000000,16,usa
ryanair,ryaay,21070000000,92,ireland
xylem,xyl,21070000000,116,usa
huntington bancshares,hban,21030000000,14,usa
east japan railway,9020.t,21030000000,55,japan
antofagasta,anto.l,21020000000,21,uk
mitsubishi electric,6503.t,20970000000,9,japan
regions financial,rf,20950000000,22,usa
biomarin pharmaceutical,bmrn,20940000000,112,usa
kia,000270.ks,20930000000,52,s. korea
adani ports & sez,adaniports.ns,20920000000,9,india
straumann,stmn.sw,20900000000,131,switzerland
nibe industrier,nibe-b.st,20860000000,10,sweden
svenska handelsbanken,svhh.f,20850000000,10,sweden
edp group,edp.f,20830000000,5,portugal
ferrovial,fer.mc,20790000000,28,spain
veolia,vie.pa,20780000000,29,france
tenaris,ts,20730000000,35,luxembourg
ptt exploration and production,pttep.bk,20700000000,5,thailand
crrc,1766.hk,20700000000,0,china
cgi,gib,20660000000,86,canada
citizens financial group,cfg,20540000000,41,usa
ntt data,9613.t,20460000000,14,japan
northern trust,ntrs,20460000000,98,usa
atlantia,atl.mi,20440000000,24,italy
terumo,4543.t,20430000000,27,japan
swedbank,swed-a.st,20350000000,17,sweden
doordash,dash,20310000000,52,usa
zoom,zm,20310000000,69,usa
banco do brasil,bzla.f,20290000000,7,brazil
h&m,hm-b.st,20280000000,12,sweden
dover,dov,20260000000,144,usa
the saudi british bank,1060.sr,20250000000,9,s. arabia
cathay financial holding,2882.tw,20220000000,1,taiwan
fujifilm,4901.t,20210000000,50,japan
ericsson,eric,20200000000,6,sweden
z holdings,4689.t,20170000000,2,japan
steris,ste,20160000000,202,ireland
cardinal health,cah,20150000000,76,usa
waters corporation,wat,20140000000,339,usa
wheaton precious metals,wpm,20120000000,44,canada
copel,elp,20110000000,7,brazil
air china,601111.ss,20100000000,1,china
fortis,fts,20080000000,41,canada
panasonic,6752.t,20070000000,8,japan
church & dwight,chd,19970000000,81,usa
roblox,rblx,19950000000,33,usa
nippon paint,4612.t,19920000000,8,japan
epam systems,epam,19880000000,345,usa
pembina pipeline,pba,19870000000,36,canada
marubeni,8002.t,19830000000,11,japan
china tower,0788.hk,19830000000,0,china
ntpc limited,ntpc.ns,19800000000,2,india
coterra energy,ctra,19790000000,25,usa
essity,eswb.f,19760000000,27,sweden
carlsberg,cbga.f,19720000000,166,denmark
nio,nio,19710000000,11,china
centerpoint energy,cnp,19710000000,31,usa
hologic,holx,19650000000,79,usa
mahin& mahindra,m&m.ns,19600000000,16,india
heico,hei,19580000000,165,usa
ventas,vtr,19580000000,48,usa
steel dynamics,stld,19570000000,111,usa
cez group,cez.f,19560000000,36,czech republic
nan ya plastics,1303.tw,19560000000,2,taiwan
longfor group,rlf.f,19550000000,3,china
wilmar international,f34.si,19540000000,3,singapore
orix,ix,19530000000,83,japan
teledyne,tdy,19500000000,416,usa
w r berkley,wrb,19470000000,73,usa
celltrion,068270.ks,19450000000,135,s. korea
aker bp,akrbp.ol,19420000000,30,norway
markel,mkl,19360000000,1,usa
upm-kymmene,upm.he,19250000000,36,finland
china railway group,0390.hk,19230000000,0,china
first solar,fslr,19200000000,180,usa
shiseido,4911.t,19170000000,47,japan
mengniu dairy,2319.hk,19160000000,4,china
invitation homes,invh,19160000000,31,usa
tata motors,ttm,19080000000,24,india
china southern airlines,znh,19020000000,35,china
conagra brands,cag,19020000000,39,usa
best buy,bby,18980000000,85,usa
mid-america apartment communities,maa,18970000000,159,usa
wabtec,wab,18930000000,104,usa
kanzhun,bz,18880000000,23,china
m3 inc,2413.t,18850000000,27,japan
garmin,grmn,18820000000,98,switzerland
sun communities,sui,18810000000,148,usa
centrais electricas brasileiras,ebr,18800000000,8,brazil
legal & general,lgen.l,18790000000,3,uk
nexon,3659.t,18760000000,21,japan
sgs,sgsn.sw,18760000000,2,switzerland
tsingtao,600600.ss,18750000000,16,china
align technology,algn,18720000000,239,usa
united microelectronics,umc,18720000000,7,taiwan
monolithic power systems,mpwr,18700000000,398,usa
posco,pkx,18630000000,61,s. korea
aes,aes,18600000000,27,usa
rollins,rol,18600000000,37,usa
j b hunt,jbht,18600000000,176,usa
george weston,wn.to,18580000000,128,canada
clp group,0002.hk,18570000000,7,hong kong
cp all,cpall.bk,18560000000,2,thailand
formosa plastics,1301.tw,18560000000,2,taiwan
west pharmaceutical,wst,18560000000,250,usa
cenergy,cms,18550000000,63,usa
chewy,chwy,18520000000,43,usa
powergrid corporation of india,powergrid.ns,18520000000,2,india
porsche se,pah3.de,18450000000,60,germany
eisai,4523.t,18350000000,64,japan
geberit,gebn.sw,18350000000,531,switzerland
lpl financial,lpla,18330000000,230,usa
icon plc,iclr,18320000000,224,ireland
magna international,mga,18320000000,64,canada
advanced info service ais,advanc.bk,18320000000,6,thailand
hong kong and china gas,0003.hk,18300000000,0,hong kong
paycom,payc,18270000000,304,usa
wharf reic,1997.hk,18250000000,6,hong kong
darden restaurants,dri,18230000000,149,usa
brookfield renewable partners,bep,18120000000,28,bermuda
kao,4452.t,18120000000,39,japan
pinterest,pins,18100000000,26,usa
exor,eyx.f,18060000000,79,netherlands
amcor,amcr,18060000000,12,switzerland
tata steel,tatasteel.ns,18020000000,1,india
clorox,clx,18020000000,146,usa
idex,iex,18010000000,238,usa
incyte,incy,17980000000,80,usa
ball corporation,ball,17930000000,57,usa
icahn enterprises,iep,17920000000,53,usa
hindustan zinc,hindzinc.ns,17910000000,4,india
nippon steel,5401.t,17900000000,19,japan
henderson land development,0012.hk,17880000000,3,hong kong
kb financial group,kb,17870000000,46,s. korea
snam,srg.mi,17850000000,5,italy
lasertec,6920.t,17800000000,197,japan
zte,000063.sz,17800000000,4,china
alinma bank,1150.sr,17790000000,8,s. arabia
danske bank,dans.vi,17790000000,20,denmark
toyota industries,6201.t,17780000000,57,japan
spotify,spot,17770000000,92,sweden
kyocera,6971.t,17710000000,49,japan
guotai junan securities,601211.ss,17680000000,2,china
ubiquiti,ui,17660000000,292,usa
vantage towers,vtwr.de,17640000000,34,germany
take 2 interactive,ttwo,17620000000,105,usa
associated british foods,abf.l,17610000000,22,uk
solaredge,sedg,17600000000,315,israel
saudi arabian fertilizer company,2020.sr,17570000000,36,s. arabia
dollarama,dol.to,17540000000,61,canada
huatai securities,206g.f,17540000000,19,china
molina healthcare,moh,17530000000,300,usa
power corporation of canada,pow.to,17510000000,26,canada
fresenius,fre.de,17480000000,31,germany
renesas electronics,6723.t,17390000000,9,japan
royalty pharma,rprx,17360000000,39,uk
brown & brown,bro,17350000000,61,usa
expeditors,expd,17330000000,108,usa
ms&ad insurance,8725.t,17310000000,32,japan
w p carey,wpc,17290000000,83,usa
cooper companies,coo,17290000000,350,usa
china merchants securities,600999.ss,17280000000,2,china
ucb,ucb.vi,17260000000,86,belgium
blue owl capital,owl,17250000000,12,usa
nu holdings,nu,17240000000,3,brazil
live nation,lyv,17230000000,74,usa
publicis groupe,pub.pa,17230000000,68,france
link reit,0823.hk,17190000000,8,hong kong
abiomed,abmd,17180000000,381,usa
3i group,iii.l,17140000000,17,uk
marathon oil,mro,17140000000,27,usa
abu dhabi commercial bank adcb,adcb.ae,17140000000,2,uae
omnicom,omc,17140000000,84,usa
standard bank group,sbk.jo,17100000000,10,south africa
cincinnati financial,cinf,17090000000,108,usa
shinhan financial group,shg,17070000000,33,s. korea
targa resources,trgp,17059999999,75,usa
fox corporation,fox,17059999999,30,usa
chongqing changan,000625.sz,17050000000,1,china
cf industries,cf,17050000000,86,usa
swiss life,slhn.sw,17010000000,563,switzerland
pkn orlen,pky1.f,17000000000,14,poland
otsuka holdings,4578.t,16989999999,31,japan
keycorp keybank,key,16960000000,18,usa
broadridge financial solutions,br,16950000000,144,usa
santos,sto.ax,16940000000,5,australia
etsy,etsy,16920000000,134,usa
ajinomoto,2802.t,16910000000,31,japan
bollore,bop.f,16910000000,5,france
kubota,6326.t,16899999999,14,japan
perkinelmer,pki,16890000000,133,usa
united airlines holdings,ual,16879999999,51,usa
ems-chemie,emsn.sw,16860000000,720,switzerland
howmet aerospace,hwm,16850000000,40,usa
quest diagnostics,dgx,16840000000,147,usa
china communications construction,601800.ss,16809999999,1,china
omv,omv.f,16809999999,51,austria
avangrid,agr,16770000000,43,usa
warner music group,wmg,16770000000,32,usa
itausa,itsa3.sa,16770000000,1,brazil
tourmaline oil,tou.to,16670000000,49,canada
hyone,h.to,16660000000,27,canada
texas pacific land trust,tpl,16620000000,2,usa
aeon,8267.t,16620000000,19,japan
china merchants shekou industrial zone,001979.sz,16590000000,2,china
swedish match,swma.st,16590000000,10,sweden
expedia group,expe,16550000000,106,usa
bank of jiangsu,600919.ss,16550000000,1,china
tradeweb,tw,16540000000,71,usa
jm smucker company,sjm,16460000000,154,usa
campbell soup,cpb,16450000000,54,usa
mitsui fudosan,8801.t,16440000000,17,japan
mitsubishi estate,8802.t,16440000000,12,japan
rocket companies,rkt,16390000000,8,usa
fmc,fmc,16370000000,129,usa
bank of nanjing,601009.ss,16360000000,1,china
skyworks solutions,swks,16270000000,101,usa
coal india,coalindia.ns,16210000000,2,india
royal caribbean,rcl,16190000000,63,usa
atmos energy,ato,16180000000,114,usa
check point software,chkp,16170000000,128,israel
moncler,monc.mi,16160000000,60,italy
first quantum minerals,fm.to,16149999999,23,canada
hyundai mobis,012330.ks,16140000000,173,s. korea
rentokil initial,rto,16120000000,31,uk
factset,fds,16110000000,421,usa
swire properties,1972.hk,16059999999,2,hong kong
norsk hydro,nhy.ol,16050000000,7,norway
sbi life insurance,sbilife.ns,16030000000,16,india
swatch,uhr.sw,16030000000,321,switzerland
hdfc life,hdfclife.ns,15980000000,7,india
terna,trn.mi,15970000000,7,italy
nvr,nvr,15950000000,4,usa
jacobs engineering,j,15950000000,126,usa
china steel,2002a.tw,15880000000,1,taiwan
symrise,sy1.de,15860000000,113,germany
asahi group,2502.t,15830000000,31,japan
brookfield infrastructure partners,bip,15820000000,34,bermuda
avery dennison,avy,15810000000,195,usa
snap,snap,15800000000,9,usa
wsp global,wsp.to,15800000000,126,canada
teleperformance,tep.pa,15780000000,269,france
the mosaic company,mos,15770000000,46,usa
pchem petronas chemicals group,5183.kl,15680000000,1,malaysia
coles group,col.ax,15670000000,11,australia
suzuki motor,7269.t,15640000000,32,japan
lkq corporation,lkq,15630000000,58,usa
sonova,soon.sw,15620000000,255,switzerland
bt group,bt-a.l,15610000000,1,uk
aercap,aer,15610000000,63,ireland
hai di lao hot pot,6862.hk,15560000000,2,china
zscaler,zs,15470000000,107,usa
formula one group,fwonk,15460000000,67,usa
fairfax financial,ffh.to,15460000000,618,canada
fico,fico,15430000000,617,usa
asm international,asm.as,15360000000,315,netherlands
aviva,av.l,15330000000,5,uk
hubspot,hubs,15330000000,315,usa
pidilite,pidilitind.ns,15320000000,30,india
ptc,ptc,15320000000,129,usa
philips,phg,15310000000,17,netherlands
abu dhabi national oil company adnoc,adnocdist.ae,15310000000,1,uae
iron mountain,irm,15300000000,52,usa
aristocrat,all.ax,15240000000,23,australia
tencent music,tme,15230000000,8,china
prada,1913.hk,15180000000,5,italy
mgm resorts,mgm,15180000000,39,usa
teradyne,ter,15170000000,97,usa
zebra technologies,zbra,15160000000,293,usa
ase group,asx,15110000000,7,taiwan
huazhu hotels,htht,15100000000,47,china
coca-cola femsa,kof,15090000000,70,mexico
geely,0175.hk,15090000000,1,china
synchrony,syf,15070000000,33,usa
toshiba,6502.t,15070000000,34,japan
bunge,bg,15040000000,100,usa
franklin resources,ben,15040000000,30,usa
jde peet's,jde.f,15010000000,29,netherlands
shimano,7309.t,15000000000,165,japan
astra international,asii.jk,14970000000,0,indonesia
south32,s32.ax,14970000000,3,australia
b3,b3sa3.sa,14930000000,2,brazil
svb financial group,sivb,14930000000,252,usa
ctbc financial holding,2891.tw,14900000000,0,taiwan
daiwa house,1925.t,14900000000,22,japan
lucid motors,lcid,14900000000,8,usa
avantor,avtr,14890000000,22,usa
arca continental,ac.mx,14880000000,8,mexico
gac guangzhou automobile group,601238.ss,14740000000,1,china
tryg,tryg.co,14740000000,23,denmark
