name,code,rank,ceo,country,sector,industry,headquarters,employees,founded,marketcap,revenue,net_income,link
ferguson plc,ferg,601,kevin murphy,united kingdom,industrials,industrial distribution,"wokingham, united kingdom","31,000",,30520000000,22792000,1508000,"https://www.fergusonplc.com, https://www.twitter.com/wolseleyplc, https://www.linkedin.com/company/ferguson-plc/, https://en.wikipedia.org/wiki/ferguson plc"
zhangzhou pientzehuang pharmaceutical ltd,600436,584,,china,healthcare,drug manufacturersgeneral,"zhangzhou, china","2,526",,31170000000,,,https://www.zzpzh.com.cn
formosa petrochemical corp,6505,583,,taiwan,energy,oil & gas refining & marketing,"mailiao, taiwan",,,31220000000,,,https://www.fpcc.com.tw
koninklijke dsm nv,dsm,582,dimitri de vreeze,netherlands,basic materials,specialty chemicals,"heerlen, netherlands","21,358",,31250000000,,,https://www.dsm.com
swisscom ag,scmn,581,urs schaeppi lic oec hsg,switzerland,communication services,telecom services,"bern, switzerland","18,905",,31260000000,,,https://www.swisscom.ch
biogen inc,biib,580,michel vounatsos,united states,healthcare,drug manufacturersgeneral,"cambridge, ma, united states","9,610",1978,31350000000,10981000000,1727000000,"https://www.biogen.com, https://www.linkedin.com/company/biogen-idec, https://en.wikipedia.org/wiki/biogen"
japan post holdings co ltd,6178,579,hiroya masuda,japan,financials,banks,"tokyo, japan","243,612",,31410000000,,,https://www.japanpost.jp
crh plc,crh,578,,ireland,basic materials,building materials,"dublin, ireland","77,400","cement limited 1936, roadstone limited 1949 & merger to form cement roadstone holdings 1970",31450000000,"30,981 million (2021)","2,621 million (2021)","https://www.crh.com, https://twitter.com/crhcanada, https://www.linkedin.com/company/crh/, https://en.wikipedia.org/wiki/crh plc"
china telecom corp ltd,0728,577,ruiwen ke,hong kong,communication services,telecom services,"wan chai, hong kong","278,922",,31490000000,,,https://www.chinatelecom-h.com/en/global/home.php
eversource energy,es,576,joseph r nolan jr,united states,utilities,utilitiesregulated electric,"springfield, ma, united states","9,227",1966,31560000000,9860000000,1230000000,"https://www.eversource.com, https://en.wikipedia.org/wiki/eversource energy"
foxconn industrial internet co ltd,601138,575,hongmeng cheng,china,technology,communication equipment,"shenzhen, china","196,159",,31580000000,,,https://www.fii-foxconn.com
japan tobacco inc,2914,574,masamichi terabatake,japan,consumer staples,tobacco,"tokyo, japan","55,381",,31590000000,,,https://www.jt.com
corning incorporated,glw,573,wendell p weeks,united states,technology,electronic components,"corning, ny, united states","61,200",1851,31600000000,13500000000,2695000000,"https://www.corning.com, https://www.facebook.com/corningincorporated, https://twitter.com/corning, https://www.linkedin.com/company/3678, https://en.wikipedia.org/wiki/corning inc."
goodman group,gmg,572,gregory leith goodman,australia,real estate,reitdiversified,"rosebery, nsw, australia",941,1989,31640000000,"a$1,510,900,000 at 2020-06-30","a$1,060,200,000 2020-06-30","https://www.goodman.com, https://en.wikipedia.org/wiki/goodman group"
oneok inc,oke,571,pierce h norton ii,united states,energy,oil & gas midstream,"tulsa, ok, united states","2,847",1906,31660000000,12600000000,305450000,"https://www.oneok.com, https://en.wikipedia.org/wiki/oneok"
mettler-toledo international inc,mtd,570,patrick k kaltenbach,united states,healthcare,diagnostics & research,"columbus, oh, united states","15,600",1945,31780000000,2819000000,580000,"https://www.mt.com, https://en.wikipedia.org/wiki/mettler toledo"
perusahaan perseroan persero pt telekomunikasi indonesia tbk,tlk,569,,indonesia,communication services,telecom services,"bandung, indonesia","20,817",23 october 1856,31780000000,rp 135.567 trillion (2019),rp 18.663 trillion (2019),"https://www.telkom.co.id, https://www.facebook.com/telekomunikasiindonesia, https://twitter.com/telkomindonesia, https://www.linkedin.com/company/telekomunikasi-indonesia, https://en.wikipedia.org/wiki/telkom indonesia"
ppg industries inc,ppg,568,michael h mcgarry,united states,basic materials,specialty chemicals,"pittsburgh, pa, united states","49,300",1883,31890000000,"us$13.834 billion (fiscal year ended december 31, 2020)","us$1.059 billion (fiscal year ended december 31, 2020)","https://www.ppg.com, https://en.wikipedia.org/wiki/ppg industries"
japan post bank coltd,7182,567,,japan,financials,banks,"tokyo, japan","12,451",,31930000000,,,https://www.jp-bank.japanpost.jp
longfor group holdings ltd,0960,566,xuping chen,china,real estate,real estatedevelopment,"beijing, china","44,065",,31980000000,,,https://www.longfor.com
great wall motor co ltd,601633,565,,china,consumer discretionary,auto manufacturers,"baoding, china","63,174",,32009999999,,,https://www.gwm.com.cn
paccar inc,pcar,564,r preston feight,united states,industrials,farm & heavy construction machinery,"bellevue, wa, united states","28,500",1905,32040000000,17030000000,521700000,"https://www.paccar.com, https://twitter.com/paccarfinancial, https://www.linkedin.com/company/paccar, https://en.wikipedia.org/wiki/paccar"
weg sa,wege3,563,harry schmelzer jr,brazil,industrials,specialty industrial machinery,"jaragua do sul, sc, brazil","36,987",,32049999999,,,https://www.weg.net/institutional/br/en/
brown-forman corporation,bf.b,562,lawson e whiting,united states,consumer staples,beverageswineries & distilleries,"louisville, ky, united states","4,700",1870,32070000000,"us$4.526 billion (fiscal year ended april 30, 2021)","us$0.903 billion (fiscal year ended april 30, 2021)","https://www.brown-forman.com, https://www.facebook.com/brown-forman-corporation-135533916496523/, https://www.twitter.com/brownformanjobs, https://www.linkedin.com/company/brown-forman, https://en.wikipedia.org/wiki/brown%e2%80%93forman"
barclays plc,barc,561,coimbatore sundararajan venkatakrishnan,united kingdom,financials,banks,"london, united kingdom","81,600",17 november 1690,32189999999,21.940 billion (2021),7.226 billion (2021),"https://www.home.barclays, https://www.facebook.com/barclaysuk, https://www.twitter.com/barclaysuknews, https://www.linkedin.com/company/barclays-uk-ventures, https://en.wikipedia.org/wiki/barclays"
anta sports products ltd,2020,560,shizhong ding,china,consumer discretionary,leisure,"jinjiang, china","52,000",,32200000000,,,https://www.anta.com
singapore telecommunications ltd,z74,559,kuan moon yuen,singapore,communication services,telecom services,"singapore, singapore","22,914",,32229999999,,,https://www.singtel.com
haier smart home co ltd,600690,558,,china,consumer discretionary,"furnishings, fixtures & appliances","qingdao, china","99,299",,32310000000,,,https://www.haier.net
cellnex telecom sa,clnx,557,tobias martinez gimeno,spain,communication services,telecom services,"madrid, spain","2,877",,32320000000,,,https://www.cellnextelecom.com
citic ltd,0267,556,,hong kong,industrials,conglomerates,"central, hong kong","135,304",,32330000000,,,https://www.citic.com
wuxi biologics,2269,555,zhisheng chen,china,healthcare,biotechnology,"wuxi, china","9,864",,32409999999,,,https://www.wuxibiologics.com
china overseas land & investment ltd,0688,554,zhichao zhang,hong kong,real estate,real estatedevelopment,"central, hong kong","5,916",,32490000000,,,https://www.coli.com.hk
amerisourcebergen corporation,abc,553,steven h collis,united states,healthcare,medical distribution,"chesterbrook, pa, united states","38,000",merger between amerisource health and bergen brunswig in 2001,32509999999,213990000000,1540000,"https://www.amerisourcebergen.com, https://en.wikipedia.org/wiki/amerisourcebergen"
wec energy group inc,wec,552,scott j lauber,united states,utilities,utilitiesregulated electric,"milwaukee, wi, united states","6,938",1896,32540000000,7650000000,,"https://www.wecenergygroup.com, https://www.facebook.com/wecenergygroup/, https://twitter.com/wecenergygroup, https://www.linkedin.com/company/wec-energy-group, https://en.wikipedia.org/wiki/wec energy group"
ross stores inc,rost,551,barbara rentler,united states,consumer discretionary,apparel retail,"dublin, ca, united states","88,100",1982,32710000000,11940000000,1020000000,"https://www.rossstores.com, https://www.facebook.com/rossdressforless, https://www.linkedin.com/company/ross-stores, https://en.wikipedia.org/wiki/ross stores"
mizuho financial group inc,8411,534,masahiro kihara,japan,financials,banks,"tokyo, japan","54,492",2001,33470000000,1.450 trillion (2017),603.54 billion (2017),"https://www.mizuho-fg.co.jp, https://en.wikipedia.org/wiki/mizuho financial group"
kkr & co inc,kkr,533,joseph y bae,united states,financials,asset management,"new york, ny, united states","3,238",1976,33490000000,20640000000,4880000000,"https://www.kkr.com, https://en.wikipedia.org/wiki/kohlberg kravis roberts"
poly developments and holdings group co ltd,600048,532,,china,real estate,real estatedevelopment,"guangzhou, china","61,201",,33640000000,,,https://www.poly.com.cn/english/1919.html
mtr corp ltd,0066,531,chak-pui kam,hong kong,industrials,railroads,"kowloon bay, hong kong","31,968",,33659999999,,,https://www.mtr.com.hk
fanuc corp,6954,530,kenji yamaguchi,japan,industrials,specialty industrial machinery,"yamanashi, japan","8,256",,33680000000,,,https://www.fanuc.co.jp
kuehne nagel international ag,knin,529,detlef a trefzger,switzerland,industrials,integrated freight & logistics,"schindellegi, switzerland","73,516",,33689999999,,,https://www.kuehne-nagel.com
discover financial services,dfs,528,roger crosby hochschild,united states,financials,credit services,"riverwoods, il, united states","16,700",1985,33729999999,12950000000,1140000000,"https://www.discover.com, https://www.facebook.com/discover, https://twitter.com/discover, https://www.linkedin.com/company/discover-financial-services, https://en.wikipedia.org/wiki/discover financial"
tyson foods inc,tsn,527,donnie d king,united states,consumer staples,farm products,"springdale, ar, united states","137,000",1935,33729999999,43185000000,2061000000,"https://www.tysonfoods.com, https://en.wikipedia.org/wiki/tyson foods"
halliburton company,hal,526,jeffrey allen miller,united states,energy,oil & gas equipment & services,"houston, tx, united states","40,000",1919,33950000000,23995000000,1656000000,"https://www.halliburton.com, https://www.facebook.com/halliburton, https://twitter.com/halliburton, https://www.linkedin.com/company/halliburton/, https://en.wikipedia.org/wiki/halliburton"
t rowe price group inc,trow,525,robert w sharps cfa cpa cfa cpa,united states,financials,asset management,"baltimore, md, united states","7,529",1937,34009999999,6200000000,1220000000,"https://www.troweprice.com, https://www.facebook.com/troweprice, https://twitter.com/troweprice, https://www.linkedin.com/company/t--rowe-price, https://en.wikipedia.org/wiki/t. rowe price"
chunghwa telecom co ltd,2412,524,chi-mau sheih,taiwan,communication services,telecom services,"taipei city, taiwan","20,341","june 15, 1996",34060000000,7300000000,ntd 41 billion and 230 million (as 2016),"https://www.cht.com.tw, https://en.wikipedia.org/wiki/chunghwa telecom"
equity residential,eqr,523,mark j parrell,united states,real estate,reitresidential,"chicago, il, united states","2,400",1969,34110000000,2571000000,962000000,"https://www.equityapartments.com, https://www.facebook.com/equityapartments, https://twitter.com/equityres, https://www.linkedin.com/company/equity-residential, https://en.wikipedia.org/wiki/equity residential"
chongqing zhifei biological products co ltd,300122,522,,china,healthcare,biotechnology,"chongqing, china","3,380",,34130000000,,,https://www.zhifeishengwu.com
arthur j gallagher & co,ajg,521,j patrick gallagher jr,united states,financials,insurance brokers,"rolling meadows, il, united states","39,000",1927,34220000000,"us$7.003 billion (fiscal year ended december 31, 2020)","us$858.1 million (fiscal year ended december 31, 2020)","https://www.ajg.com, https://www.facebook.com/gallagherglobal, https://twitter.com/ajgcorporate, https://www.linkedin.com/company/arthur-j.-gallagher-and-co, https://en.wikipedia.org/wiki/arthur j. gallagher %26 co."
z holdings corp,4689,520,kentaro kawabe,japan,consumer discretionary,internet retail,"tokyo, japan","22,531",,34240000000,,,https://www.z-holdings.co.jp
verisk analytics inc,vrsk,519,scott g stephenson,united states,industrials,consulting services,"jersey city, nj, united states","9,367",1971,34390000000,2100000000,507600000,"https://www.verisk.com, https://www.facebook.com/veriskanalyticscareers/timeline ref=page internal, https://twitter.com/verisk, https://www.linkedin.com/company/verisk-analytics, https://en.wikipedia.org/wiki/verisk analytics"
sydney airport limited,syd,518,,australia,industrials,airports & air services,"sydney, nsw, australia",418,2002,34400000000,a$1.057 billion (2013),a$75 million (2013),"https://www.sydneyairport.com.au, https://en.wikipedia.org/wiki/sydney airport holdings"
verbund ag,oew,517,michael strugl mba,austria,utilities,utilitiesrenewable,"vienna, austria","2,870",,34440000000,,,https://www.verbund.com
align technology inc,algn,516,joseph m hogan,united states,healthcare,medical devices,"tempe, az, united states","22,540",1997,34490000000,2471000000,1775000000,"https://www.aligntech.com, https://www.linkedin.com/company/align-technology, https://en.wikipedia.org/wiki/align technology"
