name,world_rank,market_value,market_cap,ceo,country
naver corporation,477,42080000000,57129000000,choi soo-yeon,south korea
z holdings corporation,478,41968000000,49641000000,kentaro kawabe,japan
vonovia se,479,41881000000,38391000000,,germany
hp inc,480,41847000000,35725000000,enrique lores,usa
fiat chrysler automobiles,481,481,36501000000,john elkann,uk
parker-hannifin corporation,481,41605000000,38300000000,donald e washkewicz,usa
banco bilbao vizcaya argentaria,482,41592000000,43630000000,,spain
autozone,483,41574000000,33375999999,william c rhodes iii,usa
ebay,484,41517000000,49885000000,paul pressler,usa
apollo global management,485,41376000000,14080000000,marc rowan,usa
general mills,486,41362000000,35049000000,jeff harmening,usa
sysco corporation,487,41248000000,40787000000,edward d shirley,usa
cintas corporation,488,41226000000,40751000000,scott d farmer,usa
fanuc corporation,489,41129000000,42743000000,seiuemon inaba,japan
aflac,490,41121000000,38018000000,daniel p amos,usa
compass group,491,41111000000,37274000000,,uk
avenue supermarts,492,41071000000,35994000000,,india
twilio,493,41051000000,63235000000,jeff lawson,usa
crh plc,494,41041000000,41660000000,,ireland
hyundai motor company,495,41028000000,42512000000,chung eui-sun,south korea
tokio marine holdings,496,40964000000,34380000000,satoru komiya,japan
the travelers companies,497,40897000000,39847000000,alan d schnitzer,usa
da,498,40795000000,47706000000,,switzerland
daiichi sankyo company,499,40765000000,41951000000,george nakayama,japan
ambev,500,40762000000,51776000000,jean jereissati,brazil
bank of ningbo,501,40667000000,30055000000,hua yu lu,china
kkr & co,502,40658000000,37483000000,henry r kravis,usa
hexagon ab publ,503,40645000000,45496000000,ola rollen,sweden
partners group holding ag,504,40541000000,46940000000,david layton,switzerland
realty income corporation,505,40401000000,28192000000,michael d mckee,usa
the hershey company,506,40346000000,36613000000,richard h lenny,usa
inner mongolia yili industrial group,507,40246000000,33008000000,gang pan,china
xpeng motors,508,40178000000,36369000000,he xiaopeng,china
shanghai pudong development bank,509,40062000000,40418000000,gao guofu,china
ppg industries,510,39815000000,37870000000,michael h mcgarry,usa
arista networks,511,39789000000,28349000000,andy bechtolsheim,usa
alcon,512,39766000000,40410000000,michael ball,switzerland
yum brands,513,39676000000,38739000000,david gibbs,usa
nutrien,514,39458000000,34702000000,russell girling,canada
china vanke,515,39431000000,36546000000,wang shi,china
oversea-chinese banking corporation,516,39365000000,38722000000,low choon seng,singapore
manulife financial corporation,517,39261000000,37836000000,john cassaday,canada
kinder morgan,518,39159000000,36876000000,richard kinder,usa
neste oyj,519,39108000000,47883000000,peter vanacker,finland
seven & i holdings,520,39103000000,39667000000,ryuichi isaka,japan
mitsui & co,521,39069000000,36546000000,tatsuo yasunaga,japan
archer-daniels-midland company,522,39055000000,33561999999,juan ricardo luciano,usa
alexion pharmaceuticals,523,39000000000,39000000000,david r brennan,usa
itau unibanco holding,524,38924000000,57995000000,roberto egydio setubal,brazil
jiangsu yanghe brewery joint-stock,525,38888000000,38654000000,lian dong zhang,china
capgemini se,526,38876000000,37746000000,,france
suncor energy,527,38699000000,27698000000,michael wilson,canada
sartorius stedim biotech,528,38531000000,49859000000,,germany
china pacific insurance group cpic,529,38512000000,37746000000,kong qingwei,china
compagnie de saint-gobain,530,38477000000,38153000000,,france
kuehne nagel international ag,531,38466000000,43962000000,joerg wolle,switzerland
ferguson,532,38468000000,32412000000,,uk
old dominion freight line,533,38253000000,33436999999,david s congdon,usa
welltower,534,38230000000,36991000000,kenneth j bacon,usa
mckesson corporation,535,38134000000,31575000000,john h hammergren,usa
will semiconductor,536,38113000000,33415999999,,china
rockwell automation,537,38038000000,37761000000,blake moret,usa
kbc group nv,538,38016000000,35530000000,,belgium
the trade desk,539,37941000000,38318000000,jeff green,usa
beijing-shanghai high-speed railway coltd,540,37936000000,36020000000,,china
bajaj finserv,541,37855000000,37394000000,,india
sba communications corporation,542,37846000000,39419000000,jeffrey stoops,usa
saic motor corporation,543,37824000000,34455000000,chen hong,china
boc hong kong,544,37817000000,32712000000,gao yingxin,hong kong
natwest group,545,37790000000,34128999999,,uk
kuaishou technolocy,546,37733000000,45402000000,,china
ericsson,547,37525000000,39512000000,borje ekholm,sweden
anta sports products,548,37360000000,57108000000,,china
zhangzhou pientzehuang pharmaceutical ltd,549,37278000000,31415000000,,china
electronic arts,550,37268000000,41324000000,lawrence f probst iii,usa
xcel energy,551,37223000000,37168000000,bob frenzel,usa
gree electric appliances,552,37202000000,37592000000,dong mingzhu,china
dsm,553,37187000000,36527000000,,netherlands
state street corporation,554,37170000000,31915000000,ronald logue,usa
bloomberg lp,554,554,554,,usa
hang seng bank,555,37157000000,35143000000,irene lee,hong kong
ross stores,556,37096000000,42283000000,gunnar bjorklund,usa
innogy se,556,556,556,,germany
edf electricite de france,557,37063000000,42294000000,,france
discover financial services,558,36837000000,38398000000,thomas g maheras,usa
foxconn industrial internet,559,36825000000,34897000000,jun qi li,china
kone oyj,560,36770000000,42650000000,antti herlin,finland
ashtead group,561,36701000000,35560000000,,uk
zijin mining group company,562,36681000000,41842000000,shui qing lin,china
dnb asa,563,36683000000,32326000000,olaug svarva,norway
zscaler,564,36636000000,38129000000,jay chaudhry,usa
first republic bank,565,36585000000,35165000000,james h herbert,usa
japan post bank,566,36472000000,33223999999,masatsugu nagato,japan
engie,567,36436000000,35034000000,,france
budweiser brewing company apac,568,36332000000,33881000000,jan craps,hong kong
kakao,569,36166000000,57153000000,kim beom-su,south korea
international flavors & fragrances,570,36138000000,37733000000,abhinav chatterjee,usa
transdigm group,571,36144000000,33345000000,w nicholas howley,usa
otis worldwide corporation,572,36128000000,39804000000,judy marks,usa
allstate corporation,573,36107000000,40000000000,thomas j wilson,usa
itc,574,36019000000,36078000000,,india
constellation software,575,35941000000,35796000000,,canada
phillips 66,576,35915000000,31137000000,greg c garland,usa
henkel ag,577,35831000000,40662000000,,germany
larsen & toubro,578,35832000000,33152000000,,india
japan tobacco,579,35814000000,34789000000,yasutake tango,japan
unicredit,580,35779000000,28312000000,pietro carlo padoan,italy
ameriprise financial,581,35730000000,31042000000,james cracchiolo,usa
nokia corporation,582,35653000000,33734000000,sari baldauf,finland
veeva systems,583,35592000000,50766000000,gordon ritter,usa
match group,584,35462000000,38045000000,thomas j mcinerney,usa
mettler-toledo international,585,35453000000,35897000000,robert f spoerry,usa
kroger,586,35381000000,34395000000,rodney mcmullen,usa
corteva,587,35294000000,32281999999,james c collins jr,usa
sandvik ab,588,35192000000,32965000000,,sweden
unity software inc,589,35180000000,35809000000,john riccitiello,usa
telstra corporation,590,35122000000,34235999999,,australia
samsung sdi,591,35109000000,44870000000,jun young-hyun,south korea
cbre group,592,35066000000,32341000000,brandon boze,usa
ahold delhaize,593,35061000000,34425000000,,netherlands
united overseas bank,594,34996000000,31829000000,wong kan seng,singapore
sun hung kai properties,595,34960000000,41366000000,kwok tak seng,hong kong
eon se,596,34939000000,34705000000,,germany
fastenal company,597,34872000000,32098999999,scott a satterlee,usa
avalonbay communities,598,34777000000,32002000000,timothy j naughton,usa
banco bradesco,599,34592000000,43500000000,luiz carlos trabuco cappi,brazil
resmed,600,34570000000,42325000000,,usa
coloplast a/s,601,34558000000,37354000000,lars rasmussen,denmark
grupo mexico,602,34469000000,36414000000,german larrea mota-velasco,mexico
techtronic industries company,603,34454000000,40531000000,horst julius pudwill,hong kong
cloudflare,604,34427000000,38635000000,matthew prince,usa
keysight technologies,605,34412000000,33046000000,ron nersesian,usa
anhui conch cement company,606,34357999999,33387000000,guo wensan,china
arthur j gallagher,607,34275000000,29693000000,patrick gallagher,usa
cellnex telecom,608,34194000000,46910000000,bertrand boudewijn kan,spain
biogen,609,34167000000,50509000000,stelios papadopoulos,usa
mizuho financial group,610,34091000000,35661000000,yoshimitsu kobayashi,japan
williacompanies,611,34033000000,29997000000,alan s armstrong,usa
waste connections,612,33930999999,33662000000,ronald j mittelstaedt,canada
dr horton,613,33923000000,34348000000,donald r horton,usa
public service enterprise group,614,33878999999,32478000000,e james ferland,usa
mtr corporation,615,33744999999,35377000000,jacob kam,hong kong
sydney airport,616,33715000000,31553000000,,australia
equity residential,617,33619999999,31473000000,sam zell,usa
formosa petrochemical corporation,618,33552999999,33162000000,mihn tsao,taiwan
cummins,619,33520000000,33888000000,tom linebarger,usa
alexandria real estate equities,620,33412000000,31483000000,joel s marcus,usa
fifth third bancorp,621,33305999999,26841000000,greg carmichael,usa
verisk analytics,622,33304000000,32554000000,scott g stephenson,usa
assa abloy ab publ,623,33270000000,36989000000,lars renstrom,sweden
philips,624,33229999999,42104000000,,netherlands
assicurazioni generali,625,33226000000,32286000000,gabriele galateri di genola,italy
palantir technologies,626,33200000000,51445000000,peter thiel,usa
valero energy corporation,627,33116000000,27109000000,joseph w gorder,usa
devon energy corporation,628,33098999999,20005000000,david a hager,usa
china resources land,629,33094000000,27069000000,tang yong,china
tyson foods,630,33043999999,28646000000,john h tyson,usa
sany heavy industry co ltd,631,33017000000,36744000000,liang wengen,china
ametek,632,32936000000,31437000000,david zapico,usa
ptt public company,633,32878000000,33201000000,auttapol rerkpiboon,thailand
sun life financial,634,32868000000,30169000000,william d anderson,canada
aier eye hospital group,635,32810000000,34703000000,,china
carvana,636,32804000000,27722000000,ernie garcia iii,usa
goodman group,637,32737000000,31389000000,,australia
nucor corporation,638,32707000000,34527000000,leon topalian,usa
naspers,639,32698999999,71923000000,,south africa
equifax,640,32628999999,33171000000,mark begor,usa
chunghwa telecom,641,32558999999,31689000000,yu cheng,taiwan
woolworths group,642,32511000000,38554000000,,australia
lyondellbasell industries,643,32482999999,33569000000,bhavesh v patel,netherlands
paccar,644,32433000000,28423000000,mark pigott,usa
corning,645,32404000000,34213000000,wendell p weeks,usa
copart,646,32354999999,34143000000,jay adair,usa
nasdaq,647,32359000000,32735000000,daniel hendrix,usa
fubon financial holding,648,32289000000,30953000000,richard tsai ming hsing,taiwan
barrick gold corporation,649,32210000000,35646000000,john l thornton,canada
interactive brokers group,650,32189000000,26942000000,thomas peterffy,usa
holcim ltd,651,32100000000,35070000000,thomas schmidheiny,switzerland
instagram,651,651,651,,usa
h & m hennes & mauritz ab,652,32080000000,35710000000,stefan persson,sweden
fujitsu,653,32031999999,36946000000,tatsuya tanaka,japan
maruti suzuki india,654,31986000000,28686000000,,india
amadeus it group,655,31937000000,28003000000,jose antonio tazon,spain
nari technology,656,31943000000,27818000000,jian wei zhang,china
telus corporation,657,31925000000,31256000000,richard h auchinleck,canada
globalfoundries inc,658,31916000000,,ahmed yahia al idrissi,usa
brown-forman corporation,659,31798000000,32979000000,lawson whiting,usa
china citic bank corporation,660,31755000000,31393000000,chang zhenming,china
mplx lp,661,31738000000,28840000000,hennigan,usa
arcelormittal,662,31726000000,33915000000,,luxembourg
twitter,663,31721000000,51469000000,parag agarwal,usa
dollar tree,664,31710000000,20451000000,macon f brock jr,usa
yunnan energy new material,665,31590000000,36610000000,,china
ansys,666,31593000000,31879000000,peter j smith,usa
epam systems,667,31575000000,36034000000,arkadiy dobkin,usa
american water works company,668,31497000000,33078000000,karl kurz,usa
straumann holding ag,669,31426000000,31018000000,patrick loh,switzerland
porsche automobil holding se,670,31386000000,30789000000,wolfgang porsche,germany
anglo american platinum,671,31370000000,27734000000,norman mbazima,south africa
eve energy co ltd,672,31350000000,27697000000,,china
societe generale,673,31344000000,27323000000,,france
sunny optical technology group company,674,31273000000,33395000000,,china
japan post holdings,675,31253000000,32951000000,charles ditmars lake,japan
lennar corporation,676,31191000000,32770000000,jonathan m jaffe,usa
longfor group holdings,677,31188000000,27831000000,,china
china overseas land and investment,678,31149000000,25412000000,zhang zhichao,hong kong
naturgy energy group,679,31139000000,24923000000,salvador gabarro serra,spain
