name,master_cap,country,rank,share_price
arconic,2370000000,usa, 3538,23
four corners property trust,2370000000,usa, 3539,28
enpro industries,2360000000,usa, 3540,113
mcgrath rentcorp,2360000000,usa, 3541,96
jamf,2360000000,usa, 3542,19
renew power,2360000000,india, 3543,6
ttec,2360000000,usa, 3544,49
grainger plc,2350000000,uk, 3545,3
primo water,2350000000,usa, 3546,14
chorus,2350000000,new zealand, 3547,5
kpit technologies,2350000000,india, 3548,8
korea gas,2350000000,south korea, 3549,27
nexpoint residential,2350000000,usa, 3550,45
sun tv network,2350000000,india, 3551,5
befesa,2340000000,, 3552,58
jumbo sa,2340000000,, 3553,17
evertec,2340000000,usa, 3554,35
globalstar,2340000000,usa, 3555,1
jfrog,2340000000,usa, 3556,23
maple leaf foods,2330000000,canada, 3557,18
nuvasive,2330000000,usa, 3558,44
weber,2320000000,usa, 3559,8
dermapharm,2320000000,germany, 3560,41
interroll,2320000000,switzerland, 3561,2
filo mining,2320000000,canada, 3562,18
kws,2320000000,germany, 3563,70
sabre,2320000000,usa, 3564,7
prosiebensat1 media,2320000000,germany, 3565,10
embraer,2320000000,brazil, 3566,12
weis markets,2320000000,usa, 3567,86
alignment healthcare,2320000000,usa, 3568,12
sonos,2310000000,usa, 3569,18
topaz energy,2310000000,canada, 3570,16
golub capital,2310000000,usa, 3571,13
glaukos,2310000000,usa, 3572,48
office depot,2310000000,usa, 3573,50
kadant,2310000000,usa, 3574,198
sjw group,2310000000,usa, 3575,76
gerresheimer,2300000000,germany, 3576,73
visera technologies,2300000000,taiwan, 3577,7
compugroup medical,2300000000,germany, 3578,44
shake shack,2300000000,usa, 3579,54
torm,2300000000,uk, 3580,27
distell group,2300000000,south africa, 3581,10
emami,2300000000,india, 3582,5
star bulk carriers,2300000000,, 3583,22
laurus labs,2300000000,india, 3584,4
agiliti,2300000000,usa, 3585,17
cavco industries,2300000000,usa, 3586,258
iifl finance,2290000000,india, 3587,6
kennedy wilson,2290000000,usa, 3588,16
netcompany group,2290000000,denmark, 3589,44
sprinklr,2290000000,usa, 3590,8
cogeco,2290000000,canada, 3591,51
berner kantonalbank,2290000000,switzerland, 3592,248
elkem,2280000000,norway, 3593,3
aeon reit investment,2280000000,japan, 3594,1
tricon residential,2280000000,canada, 3595,8
xenon pharmaceuticals,2280000000,canada, 3596,36
immunovant,2280000000,usa, 3597,17
kainos group,2270000000,uk, 3598,18
londonmetric property,2270000000,uk, 3599,2
townebank,2270000000,usa, 3600,30
cedar fair,2270000000,usa, 3601,41
future plc,2260000000,uk, 3602,18
ninety one group,2260000000,south africa, 3603,2
novagold resources,2260000000,canada, 3604,6
oc oerlikon,2260000000,switzerland, 3605,6
netscout,2260000000,usa, 3606,31
rocket lab,2260000000,usa, 3607,4
enerjisa enerji,2250000000,turkey, 3608,1
verra mobility,2250000000,usa, 3609,15
darktrace,2250000000,uk, 3610,2
mgp ingredients,2240000000,usa, 3611,102
akero therapeutics,2240000000,usa, 3612,47
columbia bank,2240000000,usa, 3613,28
mvv energie,2240000000,germany, 3614,33
patria investments,2230000000,, 3615,15
international games system,2230000000,taiwan, 3616,15
landisgyr,2230000000,switzerland, 3617,77
nexgen energy,2230000000,canada, 3618,4
enlight renewable energy,2230000000,israel, 3619,2
first financial bank,2230000000,usa, 3620,23
sunnova,2230000000,usa, 3621,19
progress software,2230000000,usa, 3622,51
trinity industries,2220000000,usa, 3623,27
itau corpbanca,2220000000,chile, 3624,3
claros mortgage trust,2220000000,usa, 3625,16
trupanion,2220000000,usa, 3626,54
canada goose,2220000000,canada, 3627,21
crombie real estate investment trust,2220000000,canada, 3628,12
luminar technologies,2220000000,usa, 3629,6
whirlpool india,2220000000,india, 3630,17
micro focus,2220000000,uk, 3631,6
park national corp,2210000000,usa, 3632,136
nextier oilfield,2210000000,usa, 3633,9
doosan fuel cell,2210000000,south korea, 3634,25
nos,2210000000,portugal, 3635,4
wafd bank,2210000000,usa, 3636,33
galaxy digital holdings,2210000000,usa, 3637,3
zim integrated shipping services,2200000000,israel, 3638,18
gms,2200000000,usa, 3639,53
six flags,2200000000,usa, 3640,26
prokidney,2200000000,usa, 3641,9
kennametal,2200000000,usa, 3642,27
banner bank,2200000000,usa, 3643,64
credo technology,2200000000,usa, 3644,15
ftai aviation,2190000000,usa, 3645,22
the foschini group,2190000000,south africa, 3646,6
first majestic silver,2190000000,canada, 3647,8
entra,2190000000,norway, 3648,12
celldex therapeutics,2190000000,usa, 3649,46
altice usa,2180000000,usa, 3650,4
buckle,2180000000,usa, 3651,43
spirit airlines,2180000000,usa, 3652,20
consol energy,2180000000,usa, 3653,62
prestige group,2180000000,india, 3654,5
shutterstock,2180000000,usa, 3655,61
gudang garam,2180000000,indonesia, 3656,1
barnes group,2180000000,usa, 3657,43
supernus pharmaceuticals,2170000000,usa, 3658,40
silicon motion,2170000000,hong kong, 3659,65
strategic education,2170000000,usa, 3660,89
boot barn holdings,2170000000,usa, 3661,72
griffon corporation,2160000000,usa, 3662,38
catalyst pharmaceuticals,2160000000,usa, 3663,20
pricesmart,2160000000,usa, 3664,69
software ag,2150000000,germany, 3665,29
chesapeake utilities,2150000000,usa, 3666,121
philip morris r,2150000000,, 3667,765
jbg smith,2150000000,usa, 3668,18
triple flag precious metals,2140000000,canada, 3669,13
lal pathlabs,2140000000,india, 3670,25
shimao property,2140000000,hong kong, 3671,0
tidewater,2140000000,usa, 3672,42
sunstone hotel investors,2140000000,usa, 3673,10
tiger brands,2140000000,south africa, 3674,12
carpenter technology,2140000000,usa, 3675,44
minerals technologies,2140000000,usa, 3676,66
aareal bank,2140000000,germany, 3677,35
grayscale bitcoin trust,2140000000,usa, 3678,12
stella-jones,2140000000,canada, 3679,35
plus500,2130000000,israel, 3680,22
melco international development,2130000000,hong kong, 3681,1
basic-fit,2130000000,netherlands, 3682,31
redrow,2130000000,uk, 3683,6
insistemas,2130000000,spain, 3684,12
wesbanco,2130000000,usa, 3685,36
central garden & pet,2120000000,usa, 3686,40
carborundum universal,2120000000,india, 3687,11
avidxchange,2120000000,usa, 3688,10
edgewell personal care,2120000000,usa, 3689,41
fisker,2109999999,usa, 3690,6
stelco,2109999999,canada, 3691,38
exp world holdings,2109999999,usa, 3692,13
buenaventura mining company,2109999999,, 3693,8
nv5 global,2109999999,usa, 3694,135
netwealth,2109999999,australia, 3695,8
bharat dynamics,2109999999,india, 3696,11
fannie mae,2100000000,usa, 3697,2
salzgitter,2100000000,germany, 3698,38
iifl wealth management,2100000000,india, 3699,23
liontown resources,2100000000,australia, 3700,0
tri pointe group,2100000000,usa, 3701,20
harel group,2100000000,israel, 3702,9
auto1,2100000000,germany, 3703,8
goodrx,2089999999,usa, 3704,5
ci financial,2089999999,canada, 3705,11
jeudan,2089999999,denmark, 3706,37
rapid7,2089999999,usa, 3707,35
krystal biotech,2089999999,usa, 3708,81
baywa,2089999999,germany, 3709,60
bloomin' brands,2089999999,usa, 3710,23
american assets trust,2080000000,usa, 3711,27
aerovironment,2080000000,usa, 3712,82
orange polska,2080000000,poland, 3713,1
remitly,2080000000,usa, 3714,12
nu skin,2080000000,usa, 3715,42
kindred group,2080000000,, 3716,9
cranswick,2080000000,uk, 3717,38
blue dart express,2069999999,india, 3718,87
amtd digital,2069999999,hong kong, 3719,11
semtech,2069999999,usa, 3720,32
electra,2069999999,israel, 3721,540
yelp,2069999999,usa, 3722,29
coface,2060000000,france, 3723,13
safehold,2060000000,usa, 3724,33
fine organics,2060000000,india, 3725,67
kajaria ceramics,2060000000,india, 3726,12
empire state realty trust,2060000000,usa, 3727,7
newmark,2049999999,usa, 3728,8
laboratorios farmaceuticos rovi,2049999999,spain, 3729,40
payoneer,2049999999,usa, 3730,5
helios technologies,2049999999,usa, 3731,63
transmedics group,2049999999,usa, 3732,64
alony hetz,2049999999,israel, 3733,11
breville group,2049999999,australia, 3734,14
cricut,2049999999,usa, 3735,9
xl axiata,2049999999,indonesia, 3736,0
ramco cements,2040000000,india, 3737,8
playtech,2040000000,, 3738,6
silk road medical,2040000000,usa, 3739,53
delek group,2040000000,israel, 3740,111
winpak,2040000000,canada, 3741,31
momo,2029999999,china, 3742,10
sonae,2029999999,portugal, 3743,1
tata teleservices,2029999999,india, 3744,1
peptidream,2029999999,japan, 3745,15
assura plc,2029999999,uk, 3746,0
dave & buster's,2029999999,usa, 3747,42
sylvamo,2029999999,usa, 3748,46
usiminas,2029999999,brazil, 3749,1
constellium,2029999999,france, 3750,14
frontdoor,2020000000,usa, 3751,24
air transport services group,2020000000,usa, 3752,27
trustmark,2020000000,usa, 3753,33
contourglobal,2020000000,uk, 3754,3
ziprecruiter,2020000000,usa, 3755,18
allscripts,2020000000,usa, 3756,18
aliansce sonae shopping centers,2020000000,brazil, 3757,3
victory capital,2020000000,usa, 3758,29
renasant corp,2009999999,usa, 3759,36
nuvista energy,2009999999,canada, 3760,8
delek logistics partners,2009999999,usa, 3761,46
expro group,2000000000,usa, 3762,18
seadrill,2000000000,, 3763,40
the cheesecake factory,2000000000,usa, 3764,39
boardwalk real estate investment trust,2000000000,canada, 3765,39
canfor,2000000000,canada, 3766,16
pets at home,2000000000,uk, 3767,4
flagstar bank,2000000000,usa, 3768,37
alfen,1990000000,netherlands, 3769,89
gogo inflight internet,1990000000,usa, 3770,15
liberty latin america,1990000000,usa, 3771,9
curevac,1990000000,germany, 3772,10
formfactor,1980000000,usa, 3773,25
signa sports united,1980000000,germany, 3774,5
usa compression partners,1980000000,usa, 3775,20
coursera,1980000000,usa, 3776,13
warrior met coal,1970000000,usa, 3777,38
xpel,1970000000,usa, 3778,71
hilltop holdings,1970000000,usa, 3779,30
first advantage,1970000000,usa, 3780,13
earthstone energy,1970000000,usa, 3781,14
fairfax india holdings,1970000000,canada, 3782,14
atricure,1970000000,usa, 3783,42
exclusive networks,1970000000,france, 3784,21
globaldata,1960000000,uk, 3785,15
heartland financial usa,1960000000,usa, 3786,46
rxo,1960000000,usa, 3787,16
us cellular,1960000000,usa, 3788,23
brigham minerals,1960000000,usa, 3789,32
agilysys,1960000000,usa, 3790,78
tamarack valley energy,1960000000,canada, 3791,3
seacoast banking,1960000000,usa, 3792,31
pebblebrook hotel trust,1960000000,usa, 3793,14
lifestance health group,1950000000,usa, 3794,5
eve air mobility,1950000000,usa, 3795,7
exide industries,1950000000,india, 3796,2
3r petroleum,1950000000,brazil, 3797,9
eutelsat,1940000000,france, 3798,7
burford capital,1940000000,, 3799,8
krispy kreme,1940000000,usa, 3800,11
energix renewable energies,1940000000,israel, 3801,3
colbun,1940000000,chile, 3802,0
biocryst pharmaceuticals,1930000000,usa, 3803,10
bread financial,1930000000,usa, 3804,38
arcbest,1930000000,usa, 3805,79
ventyx biosciences,1930000000,usa, 3806,34
victrex,1920000000,uk, 3807,21
mercury general,1920000000,usa, 3808,34
vector group,1920000000,usa, 3809,12
retail opportunity investments,1920000000,usa, 3810,15
pactiv evergreen,1920000000,usa, 3811,10
kymera therapeutics,1920000000,usa, 3812,35
cargurus,1910000000,usa, 3813,16
masonite,1910000000,usa, 3814,86
lotte corporation,1910000000,south korea, 3815,27
turkiye kalknma,1910000000,turkey, 3816,0
formosa sumco technology,1910000000,taiwan, 3817,4
international seaways,1910000000,usa, 3818,39
tanger factory outlet centers,1910000000,usa, 3819,18
peab,1900000000,sweden, 3820,6
digitalbridge group,1900000000,usa, 3821,11
pampa energia,1900000000,, 3822,34
comfortdelgro,1900000000,singapore, 3823,0
canadian western bank,1890000000,canada, 3824,20
national aluminum & alloy,1890000000,india, 3825,1
hornbach baumarkt,1890000000,germany, 3826,59
toho gas,1890000000,japan, 3827,18
csw industrials,1890000000,usa, 3828,122
caretrust reit,1890000000,usa, 3829,19
golden ocean group,1880000000,, 3830,9
e2open,1880000000,usa, 3831,6
nagarro,1880000000,germany, 3832,133
babcock international group,1880000000,uk, 3833,3
nustar energy,1880000000,usa, 3834,17
oceaneering international,1880000000,usa, 3835,18
brp group,1880000000,usa, 3836,30
green thumb industries,1880000000,usa, 3837,7
lakeland financial corp,1870000000,usa, 3838,74
telenet,1870000000,belgium, 3839,16
zug estates holding,1870000000,switzerland, 3840,1
fibrogen,1870000000,usa, 3841,19
tilray,1870000000,canada, 3842,3
lenzing,1870000000,, 3843,69
aj bell,1870000000,uk, 3844,4
robertet,1870000000,france, 3845,846
urban edge properties,1870000000,usa, 3846,15
diamondrock hospitality company,1870000000,usa, 3847,8
primary health properties,1870000000,uk, 3848,1
rlj lodging trust,1860000000,usa, 3849,11
shinsegae,1860000000,south korea, 3850,189
rpc,1860000000,usa, 3851,8
interdigital,1860000000,usa, 3852,62
nmi holdings,1860000000,usa, 3853,22
viaplay group,1860000000,sweden, 3854,22
cj group,1860000000,south korea, 3855,68
parex resources,1860000000,canada, 3856,17
stonex group,1860000000,usa, 3857,91
goodman property trust,1860000000,new zealand, 3858,1
genesis energy,1860000000,new zealand, 3859,1
intapp,1860000000,usa, 3860,29
mueller water products,1860000000,usa, 3861,11
paradox interactive,1860000000,sweden, 3862,17
phreesia,1850000000,usa, 3863,35
icf international,1850000000,usa, 3864,98
wabco india,1850000000,india, 3865,97
moneta money bank,1850000000,, 3866,3
n-able,1850000000,usa, 3867,10
secure energy services,1850000000,canada, 3868,5
rws holdings,1850000000,uk, 3869,4
materion,1850000000,usa, 3870,90
pagegroup,1850000000,uk, 3871,5
compass minerals,1850000000,usa, 3872,45
immofinanz,1850000000,, 3873,13
century communities,1840000000,usa, 3874,58
immunitybio,1840000000,usa, 3875,4
commscope,1840000000,usa, 3876,8
green plains,1840000000,usa, 3877,31
warby parker,1840000000,usa, 3878,15
q2,1830000000,usa, 3879,31
tkh group,1830000000,netherlands, 3880,43
revolve,1830000000,usa, 3881,25
delek us,1830000000,usa, 3882,26
sacyr,1830000000,spain, 3883,2
tdcx,1830000000,singapore, 3884,12
braves group,1830000000,usa, 3885,34
birchcliff energy,1830000000,canada, 3886,6
kenon holdings,1830000000,singapore, 3887,33
arcos dorados holdings,1830000000,, 3888,8
ren redes energeticas nacionais,1820000000,portugal, 3889,2
assetmark,1820000000,usa, 3890,24
ryman healthcare,1820000000,new zealand, 3891,3
efes beverage group,1820000000,turkey, 3892,3
csg international,1820000000,usa, 3893,57
labrador iron ore royalty corp,1820000000,canada, 3894,28
vertex,1820000000,usa, 3895,12
nbt bancorp,1810000000,usa, 3896,42
altus group,1810000000,canada, 3897,40
ingles markets,1810000000,usa, 3898,95
forbo holding,1810000000,switzerland, 3899,1
enterprise financial services corp,1810000000,usa, 3900,48
pigeon,1810000000,japan, 3901,15
trainline,1810000000,uk, 3902,3
syndax pharmaceuticals,1810000000,usa, 3903,26
arhaus,1800000000,usa, 3904,12
hercules capital,1800000000,usa, 3905,13
hongkong and shanghai hotels,1800000000,hong kong, 3906,1
evercommerce,1800000000,usa, 3907,9
sandstorm gold,1800000000,canada, 3908,6
northwest healthcare properties reit,1800000000,canada, 3909,7
cannae holdings,1800000000,usa, 3910,23
sonic automotive,1800000000,usa, 3911,49
winnebago industries,1790000000,usa, 3912,58
alamo group,1790000000,usa, 3913,150
storagevault canada,1790000000,canada, 3914,4
redington india,1790000000,india, 3915,2
tabcorp,1790000000,australia, 3916,0
taskus,1790000000,usa, 3917,18
jenoptik,1790000000,germany, 3918,31
pfeiffer vacuum,1790000000,germany, 3919,181
tg therapeutics,1790000000,usa, 3920,12
zeta global,1790000000,usa, 3921,8
olav thon,1790000000,norway, 3922,17
jyp entertainment,1780000000,south korea, 3923,54
veracyte,1780000000,usa, 3924,24
arvinas,1780000000,usa, 3925,33
stock yards bancorp,1780000000,usa, 3926,60
almirall,1780000000,spain, 3927,9
close brothers group,1770000000,uk, 3928,11
freehold royalties,1770000000,canada, 3929,11
aavas financiers,1770000000,india, 3930,22
springworks therapeutics,1770000000,usa, 3931,28
shaftesbury,1760000000,uk, 3932,4
toyo tire,1760000000,japan, 3933,11
peyto exploration & development,1760000000,canada, 3934,10
addus homecare,1760000000,usa, 3935,109
tokai carbon,1760000000,japan, 3936,8
diversey,1760000000,uk, 3937,5
fila,1750000000,south korea, 3938,29
bukalapakcom,1750000000,indonesia, 3939,0
northwest bank,1750000000,usa, 3940,13
brf,1750000000,brazil, 3941,1
ttm technologies,1750000000,usa, 3942,17
hillman solutions,1750000000,usa, 3943,9
ironwood pharmaceuticals,1750000000,usa, 3944,11
h&e equipment services,1740000000,usa, 3945,48
mahincie,1740000000,india, 3946,4
great eagle,1740000000,hong kong, 3947,2
target hospitality,1740000000,usa, 3948,17
nuvalent,1740000000,usa, 3949,30
hexaware technologies,1740000000,india, 3950,5
flex lng,1730000000,, 3951,32
granite construction,1730000000,usa, 3952,39
dsme daewoo shipbuilding,1730000000,south korea, 3953,16
getty images,1730000000,usa, 3954,5
criteo,1730000000,france, 3955,28
world fuel services,1720000000,usa, 3956,27
tav airports holding,1720000000,turkey, 3957,4
radico khaitan,1720000000,india, 3958,12
first national financial,1720000000,canada, 3959,28
xencor,1720000000,usa, 3960,28
great portland estates,1720000000,uk, 3961,6
procept biorobotics,1720000000,usa, 3962,38
sappi,1720000000,south africa, 3963,3
chemometec,1720000000,denmark, 3964,93
hph trust hutchison port,1720000000,singapore, 3965,0
oxford industries,1720000000,usa, 3966,109
aktieselskabet schouw & co,1720000000,denmark, 3967,72
dcm shriram,1720000000,india, 3968,11
ballard power systems,1720000000,canada, 3969,5
