name,market_capitalization_usd,price,country
epiroc,21260000000,19.0,sweden
jsw steel,21260000000,9.0,india
uapartments,21120000000,39.0,usa
adani ports & sez,21100000000,10.0,india
tesco,21090000000,3.0,uk
huntington bancshares,21060000000,15.0,usa
edp renovaveis,21060000000,21.0,spain
sse,21050000000,19.0,uk
endesa,20950000000,20.0,spain
regions financial,20920000000,22.0,usa
ansys,20850000000,239.0,usa
schindler group,20850000000,190.0,switzerland
china minsheng bank,20840000000,1.0,china
southwest airlines,20820000000,35.0,usa
argenx,20790000000,376.0,netherlands
the trade desk,20700000000,42.0,usa
east japan railway,20680000000,55.0,japan
firstrand,20650000000,4.0,south africa
ericsson,20620000000,6.0,sweden
shanghai airport,20610000000,8.0,china
cardinal health,20610000000,79.0,usa
svenska handelsbanken,20590000000,10.0,sweden
mitsubishi electric,20590000000,10.0,japan
citizens financial group,20500000000,42.0,usa
vonovia,20500000000,26.0,germany
ptt exploration and production,20490000000,5.0,thailand
li auto,20420000000,21.0,china
ares management,20410000000,69.0,usa
church & dwight,20380000000,84.0,usa
sany heavy industry,20360000000,2.0,china
datadog,20360000000,64.0,usa
air china,20350000000,2.0,china
teck resources,20330000000,39.0,canada
cgi,20320000000,85.0,canada
zoom,20310000000,70.0,usa
insulet,20300000000,292.0,usa
grupo bimbo,20280000000,5.0,mexico
extra space storage,20230000000,144.0,usa
yankuang energy yanzhou coal mining,20220000000,5.0,china
biomarin pharmaceutical,20200000000,109.0,usa
terumo,20190000000,27.0,japan
aena,20170000000,135.0,spain
sumitomo,20110000000,16.0,japan
komatsu,20090000000,21.0,japan
xylem,20050000000,111.0,usa
boe technology,20050000000,1.0,china
ntt data,20040000000,14.0,japan
crrc,20020000000,0.0,china
china unicom,20010000000,1.0,hong kong
fujifilm,19940000000,50.0,japan
shiseido,19880000000,50.0,japan
quanta services,19880000000,139.0,usa
ganfeng lithium,19850000000,10.0,china
ntpc limited,19850000000,2.0,india
edp group,19840000000,5.0,portugal
fortis,19840000000,41.0,canada
atlantia,19810000000,24.0,italy
ryanair,19790000000,87.0,ireland
northern trust,19730000000,95.0,usa
w r berkley,19720000000,74.0,usa
wheaton precious metals,19700000000,43.0,canada
veolia,19650000000,28.0,france
conagra brands,19630000000,41.0,usa
kakao,19600000000,45.0,s. korea
upm-kymmene,19570000000,37.0,finland
dover,19560000000,139.0,usa
carlsberg,19550000000,158.0,denmark
tenaris,19540000000,33.0,luxembourg
warner music group,19510000000,38.0,usa
antofagasta,19430000000,20.0,uk
kia,19350000000,48.0,s. korea
ferrovial,19310000000,27.0,spain
nexon,19310000000,22.0,japan
wilmar international,19310000000,3.0,singapore
swedbank,19250000000,17.0,sweden
copel,19210000000,7.0,brazil
panasonic,19180000000,8.0,japan
orix,19160000000,81.0,japan
teledyne,19140000000,409.0,usa
nippon paint,19140000000,8.0,japan
waters corporation,19140000000,322.0,usa
steris,19140000000,192.0,ireland
hologic,19130000000,78.0,usa
centrais electricas brasileiras,19120000000,8.0,brazil
coterra energy,19120000000,24.0,usa
ventas,19110000000,48.0,usa
china railway group,19090000000,1.0,china
marubeni,19080000000,11.0,japan
banco do brasil,19070000000,7.0,brazil
mahin& mahindra,19040000000,15.0,india
kanzhun,18960000000,24.0,china
pembina pipeline,18950000000,34.0,canada
china tower,18930000000,0.0,china
mengniu dairy,18900000000,5.0,china
z holdings,18880000000,3.0,japan
centerpoint energy,18870000000,30.0,usa
essity,18870000000,26.0,sweden
garmin,18800000000,98.0,switzerland
nan ya plastics,18800000000,2.0,taiwan
mid-america apartment communities,18780000000,158.0,usa
straumann,18780000000,118.0,switzerland
aker bp,18720000000,30.0,norway
cenergy,18700000000,64.0,usa
heico,18700000000,158.0,usa
cp all,18690000000,2.0,thailand
doordash,18630000000,48.0,usa
markel,18610000000,1384.0,usa
cez group,18510000000,34.0,czech republic
clp group,18510000000,7.0,hong kong
h&m,18490000000,12.0,sweden
nio,18480000000,10.0,china
george weston,18470000000,128.0,canada
wabtec,18460000000,102.0,usa
china southern airlines,18390000000,34.0,china
celltrion,18380000000,128.0,s. korea
legal & general,18380000000,3.0,uk
best buy,18370000000,83.0,usa
invitation homes,18250000000,30.0,usa
formosa plastics,18240000000,3.0,taiwan
j b hunt,18220000000,176.0,usa
hong kong and china gas,18220000000,1.0,hong kong
epam systems,18210000000,317.0,usa
amcor,18160000000,12.0,switzerland
nibe industrier,18150000000,9.0,sweden
saudi arabian fertilizer company,18120000000,38.0,s. arabia
sun communities,18110000000,143.0,usa
steel dynamics,18020000000,103.0,usa
incyte,17990000000,81.0,usa
rollins,17990000000,37.0,usa
darden restaurants,17980000000,147.0,usa
sgs,17970000000,2400.0,switzerland
m3 inc,17960000000,26.0,japan
icahn enterprises,17870000000,53.0,usa
tata motors,17860000000,23.0,india
clorox,17820000000,144.0,usa
united microelectronics,17800000000,7.0,taiwan
magna international,17730000000,62.0,canada
kao,17720000000,38.0,japan
quest diagnostics,17720000000,156.0,usa
lpl financial,17690000000,222.0,usa
aes,17650000000,26.0,usa
molina healthcare,17610000000,302.0,usa
kyocera,17610000000,49.0,japan
tsingtao,17590000000,15.0,china
powergrid corporation of india,17580000000,3.0,india
advanced info service ais,17580000000,6.0,thailand
geberit,17570000000,509.0,switzerland
take 2 interactive,17570000000,105.0,usa
omnicom,17550000000,86.0,usa
wharf reic,17540000000,6.0,hong kong
dollarama,17540000000,61.0,canada
posco,17540000000,58.0,s. korea
eisai,17520000000,61.0,japan
idex,17500000000,232.0,usa
danske bank,17490000000,21.0,denmark
porsche se,17480000000,58.0,germany
cathay financial holding,17480000000,1.0,taiwan
kb financial group,17430000000,45.0,s. korea
alinma bank,17350000000,9.0,s. arabia
roblox,17350000000,29.0,usa
henderson land development,17340000000,4.0,hong kong
jm smucker company,17330000000,163.0,usa
exor,17290000000,75.0,netherlands
cincinnati financial,17240000000,110.0,usa
monolithic power systems,17240000000,367.0,usa
align technology,17240000000,221.0,usa
aeon,17220000000,20.0,japan
expeditors,17210000000,108.0,usa
west pharmaceutical,17210000000,233.0,usa
toyota industries,17210000000,55.0,japan
paycom,17200000000,287.0,usa
abiomed,17180000000,381.0,usa
vantage towers,17160000000,34.0,germany
keycorp keybank,17130000000,18.0,usa
snam,17130000000,5.0,italy
tata steel,17100000000,1.0,india
omv,17090000000,51.0,austria
avangrid,17080000000,44.0,usa
campbell soup,17070000000,57.0,usa
cooper companies,17030000000,345.0,usa
hindustan zinc,17030000000,4.0,india
ball corporation,17030000000,54.0,usa
brookfield renewable partners,16980000000,26.0,bermuda
fresenius,16970000000,30.0,germany
ubiquiti,16900000000,280.0,usa
marathon oil,16890000000,27.0,usa
perkinelmer,16860000000,134.0,usa
zte,16800000000,4.0,china
royalty pharma,16800000000,38.0,uk
fox corporation,16780000000,30.0,usa
w p carey,16760000000,81.0,usa
howmet aerospace,16730000000,40.0,usa
first solar,16710000000,157.0,usa
live nation,16710000000,72.0,usa
otsuka holdings,16690000000,31.0,japan
nu holdings,16680000000,4.0,brazil
brown & brown,16660000000,59.0,usa
mitsubishi estate,16640000000,12.0,japan
ms&ad insurance,16620000000,31.0,japan
pkn orlen,16610000000,14.0,poland
associated british foods,16610000000,21.0,uk
mitsui fudosan,16600000000,18.0,japan
pinterest,16580000000,24.0,usa
shinhan financial group,16560000000,32.0,s. korea
cf industries,16560000000,84.0,usa
targa resources,16540000000,73.0,usa
bollore,16530000000,6.0,france
guotai junan securities,16510000000,2.0,china
swire properties,16500000000,3.0,hong kong
power corporation of canada,16490000000,25.0,canada
publicis groupe,16470000000,65.0,france
hai di lao hot pot,16440000000,3.0,china
kubota,16410000000,14.0,japan
icon plc,16360000000,200.0,ireland
ems-chemie,16340000000,699.0,switzerland
texas pacific land trust,16300000000,2068.0,usa
jacobs engineering,16270000000,129.0,usa
bank of jiangsu,16250000000,1.0,china
hyone,16230000000,27.0,canada
bank of nanjing,16170000000,2.0,china
renesas electronics,16170000000,9.0,japan
swedish match,16160000000,11.0,sweden
spotify,16130000000,84.0,sweden
broadridge financial solutions,16130000000,137.0,usa
china communications construction,16120000000,1.0,china
swiss life,16080000000,533.0,switzerland
link reit,16080000000,8.0,hong kong
check point software,16070000000,128.0,israel
standard bank group,15990000000,10.0,south africa
coal india,15990000000,3.0,india
3i group,15940000000,16.0,uk
hdfc life,15920000000,7.0,india
the mosaic company,15910000000,47.0,usa
china merchants securities,15890000000,2.0,china
chewy,15880000000,38.0,usa
atmos energy,15860000000,113.0,usa
chongqing changan,15830000000,2.0,china
fmc,15800000000,125.0,usa
nippon steel,15790000000,17.0,japan
tourmaline oil,15750000000,47.0,canada
solaredge,15750000000,282.0,israel
asahi group,15720000000,31.0,japan
santos,15700000000,5.0,australia
rentokil initial,15620000000,30.0,uk
ajinomoto,15600000000,29.0,japan
hyundai mobis,15600000000,168.0,s. korea
terna,15590000000,8.0,italy
pidilite,15530000000,31.0,india
itausa,15520000000,2.0,brazil
suzuki motor,15510000000,32.0,japan
fico,15480000000,602.0,usa
tradeweb,15410000000,67.0,usa
factset,15400000000,404.0,usa
symrise,15400000000,110.0,germany
sbi life insurance,15380000000,15.0,india
geely,15360000000,2.0,china
tencent music,15360000000,9.0,china
pchem petronas chemicals group,15360000000,2.0,malaysia
coca-cola femsa,15350000000,68.0,mexico
huatai securities,15330000000,17.0,china
nvr,15330000000,4797.0,usa
skyworks solutions,15280000000,95.0,usa
swatch,15270000000,306.0,switzerland
aviva,15250000000,5.0,uk
avery dennison,15240000000,188.0,usa
expedia group,15240000000,94.0,usa
ucb,15230000000,79.0,belgium
first quantum minerals,15210000000,22.0,canada
brookfield infrastructure partners,15210000000,33.0,bermuda
china merchants shekou industrial zone,15200000000,2.0,china
etsy,15150000000,121.0,usa
china steel,15110000000,2.0,taiwan
aercap,15100000000,61.0,ireland
huaneng power,15040000000,1.0,china
formula one group,15030000000,65.0,usa
textron,15000000000,72.0,usa
zscaler,14990000000,104.0,usa
bt group,14980000000,2.0,uk
lkq corporation,14980000000,55.0,usa
toshiba,14940000000,35.0,japan
prada,14910000000,6.0,italy
sonova,14900000000,244.0,switzerland
lasertec,14900000000,165.0,japan
coles group,14870000000,11.0,australia
arca continental,14870000000,9.0,mexico
snap,14870000000,9.0,usa
fairfax financial,14870000000,595.0,canada
blue owl capital,14870000000,11.0,usa
evergy,14860000000,65.0,usa
rocket companies,14840000000,7.0,usa
moncler,14810000000,55.0,italy
tryg,14780000000,23.0,denmark
synchrony,14770000000,33.0,usa
iron mountain,14730000000,51.0,usa
daiwa house,14690000000,22.0,japan
viatris,14670000000,12.0,usa
teleperformance,14650000000,247.0,france
wsp global,14630000000,118.0,canada
philips,14620000000,16.0,netherlands
burlington stores,14590000000,224.0,usa
svb financial group,14520000000,246.0,usa
ptc,14490000000,123.0,usa
rivian,14480000000,16.0,usa
jde peet's,14480000000,29.0,netherlands
bunge,14470000000,97.0,usa
shaw communications,14460000000,29.0,canada
ctbc financial holding,14410000000,1.0,taiwan
shionogi,14390000000,48.0,japan
essex property trust,14390000000,215.0,usa
norsk hydro,14380000000,7.0,norway
healthpeak properties,14370000000,27.0,usa
china railway construction,14360000000,1.0,china
loews corporation,14350000000,60.0,usa
leidos,14340000000,105.0,usa
ase group,14340000000,7.0,taiwan
lamb weston,14330000000,100.0,usa
nitori holdings,14320000000,127.0,japan
zhongsheng group,14320000000,6.0,china
mgm resorts,14280000000,37.0,usa
sompo holdings,14240000000,43.0,japan
gac guangzhou automobile group,14220000000,2.0,china
teradyne,14210000000,91.0,usa
franklin resources,14190000000,28.0,usa
astra international,14130000000,0.0,indonesia
bangkok dusit medical services bdms,14130000000,1.0,thailand
zebra technologies,14110000000,273.0,usa
shimano,14080000000,155.0,japan
fortum,14070000000,16.0,finland
huazhu hotels,14060000000,44.0,china
mfhc,14050000000,1.0,taiwan
royal caribbean,14030000000,55.0,usa
gen digital,14000000000,22.0,usa
jeronimo martins,13980000000,22.0,portugal
netapp,13970000000,64.0,usa
abn amro,13970000000,15.0,netherlands
aristocrat,13970000000,21.0,australia
erste group bank,13960000000,34.0,austria
volvo car,13950000000,5.0,sweden
vedanta,13940000000,4.0,india
shinkin central bank,13900000000,2073.0,japan
alliant energy,13890000000,55.0,usa
interpublic group,13870000000,36.0,usa
westlake chemical,13820000000,108.0,usa
siemens energy,13810000000,19.0,germany
united airlines holdings,13800000000,42.0,usa
fleetcor,13800000000,187.0,usa
eurofins scientific,13800000000,70.0,luxembourg
sodexo,13790000000,94.0,france
apache corporation,13780000000,43.0,usa
aeroports de paris,13770000000,140.0,france
everest re,13760000000,351.0,bm
almarai,13760000000,14.0,s. arabia
nomura research institute,13720000000,23.0,japan
indian oil,13690000000,1.0,india
mtn group,13660000000,8.0,south africa
splunk,13640000000,83.0,usa
b3,13630000000,2.0,brazil
booz allen hamilton,13600000000,103.0,usa
formosa chemicals & fibre,13580000000,2.0,taiwan
avantor,13530000000,20.0,usa
dassault aviation,13500000000,161.0,france
akamai,13490000000,86.0,usa
ck infrastructure,13490000000,5.0,hong kong
nordson,13470000000,236.0,usa
bandai namco,13460000000,61.0,japan
ss&c technologies,13450000000,53.0,usa
novozymes,13420000000,49.0,denmark
inpex,13410000000,10.0,japan
grasim industries,13400000000,20.0,india
newcrest mining,13380000000,15.0,australia
continental,13370000000,67.0,germany
grab holdings,13360000000,3.0,singapore
telenor,13350000000,10.0,norway
kimco realty,13310000000,22.0,usa
poste italiane,13310000000,10.0,italy
palantir,13310000000,6.0,usa
qbe insurance,13300000000,9.0,australia
adani power,13240000000,3.0,india
hubspot,13210000000,272.0,usa
enel americas,13200000000,0.0,chile
asm international,13190000000,271.0,netherlands
first horizon national,13170000000,25.0,usa
weichai power,13150000000,1.0,china
bank of beijing,13150000000,1.0,china
erie indemnity,13120000000,251.0,usa
south32,13120000000,3.0,australia
power financial,13110000000,14.0,canada
cloudflare,13110000000,40.0,usa
cboe,13100000000,123.0,usa
siemens gamesa,13030000000,19.0,spain
international paper,13030000000,37.0,usa
gaming and leisure properties,13020000000,51.0,usa
jack henry & associates,13000000000,178.0,usa
credit suisse,12990000000,3.0,switzerland
aspentech,12980000000,201.0,usa
chanasri petrochemical,12970000000,0.0,indonesia
metro,12960000000,55.0,canada
edenred,12960000000,51.0,france
corebridge financial,12950000000,20.0,usa
bio-techne,12950000000,83.0,usa
tyler technologies,12940000000,311.0,usa
obic,12910000000,146.0,japan
liberty media,12890000000,39.0,usa
resona holdings,12870000000,5.0,japan
banque saudi fransi,12870000000,11.0,s. arabia
kpn,12850000000,3.0,netherlands
china eastern airlines,12820000000,21.0,china
equity lifestyle properties,12810000000,66.0,usa
essential utilities,12800000000,49.0,usa
hansoh pharma,12790000000,2.0,china
arab national bank,12770000000,9.0,s. arabia
britannia industries,12710000000,53.0,india
trimble,12700000000,52.0,usa
toyota tsusho,12680000000,36.0,japan
mitsubishi heavy industries,12650000000,38.0,japan
capitec bank,12650000000,109.0,south africa
celanese,12640000000,117.0,usa
snap-on,12610000000,237.0,usa
sunny optical,12600000000,11.0,china
carrefour,12580000000,17.0,france
united therapeutics,12580000000,276.0,usa
julius bar,12580000000,60.0,switzerland
delivery hero,12560000000,48.0,germany
suzano,12550000000,10.0,brazil
american homes 4 rent,12530000000,31.0,usa
nissan,12520000000,3.0,japan
commerzbank,12520000000,10.0,germany
ambuja cements,12510000000,6.0,india
smith & nephew,12500000000,29.0,uk
hindalco industries,12500000000,6.0,india
bajaj auto,12500000000,44.0,india
bank leumi,12480000000,8.0,israel
grupo elektra,12480000000,56.0,mexico
new china life insurance,12480000000,5.0,china
paramount global,12480000000,19.0,usa
siemens india,12470000000,35.0,india
carlisle companies,12440000000,237.0,usa
bdo unibank,12410000000,24.0,philippines
liberty broadband,12410000000,84.0,usa
bio-rad laboratories,12390000000,419.0,usa
sumitomo mitsui trust holdings,12390000000,34.0,japan
