name,rank,market_cap,country,share_price,change_1_day,change_1_year,categories
deutsche post,317,49850000000,germany,40,1.85%,-30.31%,"courier, dax"
hitachi,314,50090000000,japan,53,-2.35%,-10.23%,"engineering, conglomerate"
adyen,315,50030000000,netherlands,1,-1.39%,-41.10%,"financial services, tech"
anz bank,313,50110000000,australia,16,-1.20%,-12.21%,"banks, financial services"
phillips 66,310,50410000000,usa,106,-1.28%,49.43%,"oil&gas, energy"
dominion energy,311,50380000000,usa,60,0.17%,-15.83%,"electricity, energy, utility companies"
archer daniels midland adm,312,50370000000,usa,91,0.43%,46.97%,food
life insurance corporation of india lic,309,50590000000,india,8,0.05%,,insurance
general mills,306,51350000000,usa,86,1.29%,37.64%,food
vmware,307,51310000000,usa,120,-0.69%,2.98%,"tech, software"
hong kong exchanges & clearing,308,51300000000,hong kong,40,-0.63%,-26.99%,"stock exchanges, financial services, stock/crypto exchanges"
itc,305,51390000000,india,4,-0.71%,37.54%,tobacco
recruit,302,51800000000,japan,32,-1.86%,-48.42%,"staffing & employment services, professional services"
industrial bank,303,51520000000,china,2,-0.68%,-14.19%,"banks, financial services"
china telecom,304,51410000000,china,0,0.32%,21.21%,telecommunication
biogen,398,43040000000,usa,298,-0.98%,30.80%,"pharmaceuticals, biotech"
intesa sanpaolo,400,42930000000,italy,2,0.58%,-9.05%,"banks, financial services"
hikvision,399,42930000000,china,4,-0.31%,-38.93%,electronics
ecolab,397,43110000000,usa,151,-0.38%,-32.62%,
sysco,396,43240000000,usa,85,-0.83%,21.59%,
bce,394,43390000000,canada,47,-0.57%,-7.62%,"telecommunication, media/press"
sk hynix,395,43390000000,south korea,63,-3.31%,-38.10%,"semiconductors, tech, tech hardware"
suncor energy,393,43400000000,canada,31,-0.53%,32.26%,"energy, oil&gas"
cheniere energy,607,28800000000,usa,59,0.52%,41.32%,"oil&gas, energy"
autodesk,392,43410000000,usa,201,-2.81%,-21.95%,"software, tech"
tc energy,390,43530000000,canada,43,-1.26%,-6.04%,"oil&gas, transportation, energy, infrastructure"
chugai pharmaceutical,389,43710000000,japan,26,-2.35%,-18.11%,"pharmaceuticals, biotech"
workday,387,43770000000,usa,170,0.89%,-35.88%,"software, tech"
universal music group,388,43750000000,netherlands,23,1.45%,-16.66%,entertainment
l3harris technologies,386,43790000000,usa,230,2.05%,8.93%,defense contractors
infineon,384,44020000000,germany,33,-0.70%,-25.83%,"semiconductors, tech, dax, tech hardware"
ing,383,44160000000,netherlands,12,0.08%,-14.44%,"banks, financial services"
fidelity national information services,385,43940000000,usa,74,1.20%,-29.95%,"financial services, tech"
hess,381,44400000000,usa,144,0.45%,86.70%,"oil&gas, energy"
nxp semiconductors,382,44320000000,netherlands,171,-1.37%,-23.20%,"semiconductors, tech, tech hardware"
munich re munchener ruck,379,44410000000,germany,317,-0.89%,14.49%,"insurance, dax"
republic services,380,44400000000,usa,140,0.55%,3.31%,waste & recycling
chipotle mexican grill,377,44480000000,usa,1,-1.29%,-0.41%,"restaurant chains, food"
the travelers companies,378,44410000000,usa,189,0.21%,26.23%,"dow jones, insurance"
simon property group,376,44660000000,usa,119,0.28%,-21.41%,"real estate, investment, reits"
aflac,373,44980000000,usa,72,0.60%,30.93%,
mitsui bussan,374,44820000000,japan,28,-2.65%,26.62%,
devon energy,375,44750000000,usa,68,0.26%,64.61%,
woodside energy,371,45490000000,australia,23,-2.68%,57.94%,"energy, oil&gas"
paychex,372,45400000000,usa,125,0.06%,4.42%,professional services
itochu shoji,369,45600000000,japan,31,-2.21%,4.76%,conglomerate
motorola solutions,370,45590000000,usa,272,0.34%,7.99%,telecommunications equipment
enphase energy,368,45670000000,usa,336,7.01%,42.98%,"software, tech, electronics"
maaden,367,45720000000,saudi arabia,18,1.75%,-5.30%,mining
alimentation couche-tard,365,45950000000,canada,45,-0.53%,22.37%,retail
agilent technologies,366,45920000000,usa,155,-0.29%,3.10%,"biotech, manufacturing"
national grid,363,46330000000,uk,62,-0.60%,-4.87%,"electricity, energy, infrastructure, utility companies"
takeda pharmaceutical,364,46070000000,japan,14,-0.34%,10.85%,"pharmaceuticals, biotech"
kimberly-clark,361,46550000000,usa,137,0.97%,3.87%,manufacturing
bank of communications,362,46380000000,china,0,-0.42%,-6.94%,"banks, financial services"
netease,360,46560000000,china,70,3.88%,-34.03%,"video games, entertainment, tech"
microchip technology,403,42520000000,usa,77,-1.29%,-8.23%,"tech, tech hardware, semiconductors"
williacompanies,402,42590000000,usa,34,0.11%,28.29%,"oil&gas, energy"
kinder morgan,401,42700000000,usa,19,-0.78%,20.79%,"oil&gas, transportation, infrastructure, energy"
muyuan foods,463,37070000000,china,6,1.71%,-15.00%,food
hoya,462,37220000000,japan,104,-1.72%,-33.57%,"glasses and contact lenses, manufacturing"
carrier,460,37360000000,usa,44,-0.56%,-19.52%,
capital one,461,37280000000,usa,97,-1.64%,-31.86%,"banks, financial services"
sf express,458,37360000000,china,7,-1.63%,-19.43%,courier
wesfarmers,459,37360000000,australia,32,-1.10%,-19.11%,"chemicals, retail, fertilizer companies"
waste connections,456,37400000000,usa,145,1.04%,7.33%,waste & recycling
zijin mining,457,37390000000,china,1,-1.84%,-8.86%,mining
maersk,455,37610000000,denmark,2,-2.61%,-27.09%,"transportation, maritime transportation, container shipping"
adani transmission,454,37630000000,india,33,-3.12%,34.22%,"electricity, utility companies, energy"
hcl technologies,452,37850000000,india,13,-0.07%,-11.65%,professional services
xcel energy,453,37830000000,usa,69,-1.50%,6.95%,
marvell technology group,450,38120000000,usa,44,-1.50%,-37.04%,"tech, semiconductors, tech hardware, manufacturing"
volvo group,451,38010000000,sweden,18,-1.12%,-18.06%,"manufacturing, specialty vehicles"
parker-hannifin,449,38180000000,usa,297,-0.05%,-2.48%,
hilton worldwide,448,38240000000,usa,141,-0.62%,1.31%,"hotels, travel"
cenovus energy,446,38550000000,canada,19,1.48%,65.07%,"oil&gas, energy"
mediatek,445,38560000000,taiwan,24,-0.27%,-38.06%,"semiconductors, tech, tech hardware"
uob,447,38280000000,singapore,22,-1.34%,19.12%,"banks, financial services"
rsted,444,38600000000,denmark,89,-2.37%,-28.01%,"electricity, energy"
nordea bank,441,38810000000,finland,10,-0.42%,-11.89%,"banks, financial services"
energy transfer partners,442,38690000000,usa,12,0.72%,50.60%,"oil&gas, energy"
newmont,443,38630000000,usa,48,0.21%,-8.64%,"mining, gold mining"
realty income,439,39440000000,usa,62,0.14%,-6.84%,"real estate, investment, reits"
lloyds banking group,440,39280000000,uk,2,0.89%,-8.47%,"banks, financial services"
sika,438,39450000000,switzerland,257,-1.75%,-34.02%,chemicals
neste,437,39500000000,finland,51,1.41%,8.64%,"oil&gas, engineering, energy"
prudential financial,435,39620000000,usa,107,-0.05%,4.12%,insurance
nucor,436,39550000000,usa,154,3.32%,43.36%,"steel producers, steel industry"
citic securities,433,39720000000,china,2,-0.70%,-26.11%,"banks, financial services, investment"
baidu,434,39650000000,china,113,4.72%,-23.60%,"internet, tech"
te connectivity,431,39900000000,switzerland,125,-0.80%,-20.13%,"tech, tech hardware, electronics"
banco santander brasil,432,39870000000,brazil,5,0.56%,-9.63%,"banks, financial services"
lonza,430,39920000000,switzerland,538,-0.98%,-30.86%,"pharmaceuticals, biotech"
lukoil,429,39920000000,russia,61,-1.14%,-32.41%,"oil&gas, energy"
nornickel,426,40200000000,russia,261,1.03%,-12.17%,mining
cibc,427,40200000000,canada,44,-0.90%,-58.81%,"banks, financial services"
adani green energy,428,40120000000,india,25,-2.42%,41.67%,"renewable energy, electricity, energy"
wanhua chemical,425,40230000000,china,12,-0.56%,-14.31%,chemicals
iqvia,422,40440000000,usa,217,-1.28%,-17.13%,"professional services, it services, tech"
lg chem,423,40410000000,south korea,547,-1.52%,-11.30%,chemicals
budweiser apac,424,40380000000,hong kong,3,1.28%,22.00%,"alcoholic beverages, beverages"
ocbc bank,420,40590000000,singapore,9,-1.13%,9.06%,banks
compass group,421,40500000000,uk,23,0.46%,14.73%,food
block,419,40770000000,usa,68,-1.43%,-64.52%,"financial services, tech, bitcoin"
apollo global management,418,40950000000,usa,68,-1.40%,-4.94%,
honda,417,40990000000,japan,24,-1.75%,-14.92%,"automakers, manufacturing"
tokio marine,415,41180000000,japan,20,-1.77%,-60.20%,insurance
fortescue,416,41180000000,australia,13,-1.40%,8.69%,mining
exelon corporation,414,41190000000,usa,41,-0.19%,-21.67%,electricity
trane technologies,412,41220000000,ireland,179,0.47%,-6.06%,
biontech,413,41190000000,germany,169,0.16%,-49.10%,"pharmaceuticals, mrna therapeutics, biotech"
msci,410,41480000000,usa,518,-0.49%,-17.59%,financial services
ross stores,411,41300000000,usa,119,0.86%,7.63%,"retail, clothing"
nutrien,408,41600000000,canada,79,1.12%,17.90%,"mining, fertilizer companies"
arista networks,409,41490000000,usa,135,-3.39%,9.54%,"tech, electronics, networking hardware, tech hardware"
denso,407,41640000000,japan,55,-1.16%,-25.16%,"automotive suppliers, manufacturing"
ferrari,406,41860000000,italy,226,-0.66%,-13.68%,"automakers, manufacturing"
arthur j gallagher & co,404,42430000000,usa,201,0.77%,20.86%,insurance
fortinet,405,41880000000,usa,53,-3.20%,-82.88%,"tech, software, it security, networking hardware"
deutsche borse,500,34530000000,germany,188,0.17%,19.80%,"stock exchanges, financial services, dax, stock/crypto exchanges"
coupang,497,34750000000,south korea,19,-1.31%,-24.93%,"e-commerce, internet, retail, tech"
allstate,498,34700000000,usa,130,-0.88%,19.30%,insurance
consolidated edison,499,34540000000,usa,97,-0.51%,23.71%,"electricity, energy"
prudential,496,34830000000,uk,25,2.18%,-25.21%,insurance
ameriprise financial,493,35130000000,usa,330,-0.23%,11.63%,financial services
murata manufacturing murata seisakusho,494,34980000000,japan,55,-1.61%,-24.38%,"electronics, tech, tech hardware"
sun hung kai properties,495,34860000000,hong kong,12,0.11%,-0.91%,real estate
amerisourcebergen,491,35220000000,usa,173,1.38%,50.25%,healthcare
cummins,492,35220000000,usa,249,0.20%,15.68%,"machinery manufacturing, manufacturing"
dsv,488,35300000000,denmark,159,0.36%,-23.69%,transportation
halliburton,489,35290000000,usa,38,2.59%,76.52%,
jardine matheson,490,35240000000,hong kong,48,-1.61%,-14.11%,"conglomerate, investment"
stmicroelectronics,487,35520000000,switzerland,38,-0.21%,-19.40%,"cac 40, semiconductors, tech, tech hardware, manufacturing"
samsung sdi,484,35600000000,south korea,255,-3.36%,-11.05%,"electricity, batteries"
brown forman,485,35580000000,usa,74,0.42%,10.31%,"alcoholic beverages, beverages"
dupont de nemours,486,35550000000,usa,71,1.62%,-4.94%,chemicals
ping an bank,482,35660000000,china,1,-1.53%,-33.33%,"banks, financial services"
east money information,483,35630000000,china,2,-0.53%,-50.82%,"financial services, internet"
banco bilbao vizcaya argentaria,480,35680000000,spain,5,1.20%,8.67%,"banks, financial services"
7-eleven,481,35670000000,japan,40,-2.29%,-2.08%,"supermarket chains, retail"
larsen & toubro,478,36000000000,india,25,-0.89%,7.42%,"conglomerate, construction, engineering"
walgreens boots alliance,479,35870000000,usa,41,0.41%,-7.04%,"dow jones, retail, drugstore, pharmaceuticals"
idexx laboratories,476,36050000000,usa,435,-0.88%,-27.33%,
atlassian,477,36020000000,australia,141,0.67%,-61.78%,"tech, software"
dow,474,36270000000,usa,51,0.94%,-3.07%,"dow jones, chemicals"
hapag-lloyd,475,36090000000,germany,204,-2.07%,-20.23%,"transportation, container shipping, maritime transportation"
yum brands,472,36520000000,usa,129,0.38%,2.49%,restaurant chains
electronic arts,473,36510000000,usa,132,0.50%,7.90%,"video games, esports, entertainment, tech"
engie,470,36620000000,france,15,-0.22%,4.75%,"cac 40, electricity, utility companies, energy"
bank of new york mellon,471,36550000000,usa,45,-1.18%,-19.47%,"banks, financial services"
japan tobacco,468,36710000000,japan,20,-1.16%,2.53%,tobacco
las vegas sands,469,36640000000,usa,47,2.28%,34.76%,"hotels, gambling, entertainment, travel"
jiangsu hengrui medicine,466,36800000000,china,5,0.07%,-25.06%,"pharmaceuticals, biotech"
paccar,467,36790000000,usa,105,-0.15%,26.00%,
nidec,465,36860000000,japan,64,-1.79%,-43.92%,"electronics, manufacturing"
asian paints,464,37030000000,india,38,-1.13%,-8.94%,paint & coating
hexagon,559,31200000000,sweden,11,0.00%,-21.51%,
alcon,501,34510000000,switzerland,70,0.07%,-11.99%,medical devices
givaudan,558,31210000000,switzerland,3,-0.50%,-31.22%,"flavors & fragrances, cosmetics and beauty"
yanghe,557,31270000000,china,20,0.19%,-24.27%,"alcoholic beverages, beverages"
vodafone,555,31350000000,uk,11,-0.27%,-24.04%,telecommunication
mizuho financial group,556,31320000000,japan,2,0.00%,-4.30%,"banks, financial services"
banco bradesco,553,31440000000,brazil,2,0.46%,-19.62%,"banks, financial services"
telstra,554,31410000000,australia,2,0.50%,-4.90%,telecommunication
on semiconductor,551,31580000000,usa,73,-1.28%,16.79%,"semiconductors, electronics, tech"
genmab,552,31530000000,denmark,47,1.44%,25.63%,"pharmaceuticals, biotech"
natwest group,550,31670000000,uk,6,2.05%,11.53%,"banks, financial services"
wuxi apptec,549,31750000000,china,9,-3.25%,-56.31%,"pharmaceuticals, medical devices, biotech"
bank mandiri,547,31780000000,indonesia,0,4.45%,38.78%,"banks, financial services"
great wall motors,548,31760000000,china,4,-2.71%,-51.58%,"automakers, manufacturing"
dmart,545,31870000000,india,49,-0.95%,-22.84%,retail
holcim group,546,31780000000,switzerland,52,0.06%,8.04%,"building materials, cement"
copart,543,31980000000,usa,67,-0.77%,-54.32%,"internet, used car retailer, e-commerce, car retail"
sba communications,544,31870000000,usa,295,-1.98%,-15.17%,"real estate, investment, reits, telecommunication, infrastructure"
bajaj finserv,541,32140000000,india,20,0.23%,-91.48%,financial services
cognizant technology solutions,542,32060000000,usa,62,-0.37%,-21.45%,"it services, professional services"
keysight,539,32220000000,usa,180,-0.52%,-9.04%,"software, tech"
naspers,540,32200000000,south africa,30,1.29%,-0.55%,"internet, media/press, entertainment"
singtel,537,32470000000,singapore,1,0.37%,14.37%,telecommunication
ppg industries,538,32259999999,usa,137,1.73%,-13.66%,"chemicals, paint & coating"
dell,534,32640000000,usa,44,-0.80%,-22.06%,"tech, tech hardware, electronics"
digital realty,536,32560000000,usa,110,-0.76%,-33.10%,"real estate, investment, reits"
maruti suzuki india,533,32710000000,india,108,-1.59%,10.91%,"automakers, manufacturing"
capgemini,532,32770000000,france,187,-0.53%,-19.14%,"professional services, cac 40, it services"
interactive brokers,530,32799999999,usa,78,0.08%,2.88%,"financial services, internet"
vici properties,531,32770000000,usa,34,0.50%,24.15%,"real estate, investment"
ametek,527,33150000000,usa,144,0.77%,3.97%,"electronics, manufacturing"
mettler-toledo,528,33130000000,usa,1,-0.28%,-3.97%,
kuaishou technology,529,33060000000,china,7,3.99%,-28.77%,"internet, tech"
bank of china hong kong,526,33180000000,hong kong,3,-0.81%,2.28%,"banks, financial services"
anta sports,524,33259999999,china,12,3.01%,-25.24%,sports goods
albemarle,523,33299999999,usa,284,3.27%,8.76%,chemicals
otis worldwide,525,33220000000,usa,79,1.17%,-3.74%,
dollar tree,522,33439999999,usa,151,0.99%,12.14%,retail
old dominion freight line,520,33450000000,usa,302,0.65%,-15.18%,transportation
haleon,521,33439999999,uk,7,0.99%,,consumer goods
constellation software,518,33790000000,canada,1,-2.37%,-5.94%,"software, tech"
welltower,519,33580000000,usa,71,0.13%,-13.40%,real estate
nasdaq,516,33880000000,usa,68,0.72%,-65.72%,"stock exchanges, financial services, stock/crypto exchanges"
mplx,515,33920000000,usa,33,-0.06%,15.47%,"oil&gas, energy"
transdigm,517,33810000000,usa,621,-2.02%,6.84%,aerospace
costar group,513,33939999999,usa,83,0.61%,6.03%,"tech, real estate"
china state construction engineering,514,33930000000,china,0,-1.05%,8.00%,"construction, engineering"
axis bank,512,34009999999,india,11,0.20%,23.31%,"banks, financial services"
experian,511,34040000000,ireland,36,-0.12%,-21.35%,financial services
globalfoundries,509,34080000000,usa,62,-1.76%,-4.97%,"semiconductors, tech, tech hardware"
kroger,510,34049999999,usa,47,-1.74%,6.54%,"retail, supermarket chains"
xiaomi,506,34360000000,china,1,-1.27%,-46.56%,"electronics, tech, tech hardware"
resmed,507,34110000000,usa,232,1.55%,-8.98%,
imperial oil,508,34080000000,canada,55,-0.53%,63.54%,"oil&gas, energy"
manulife financial,504,34420000000,canada,18,0.06%,-0.77%,"insurance, financial services"
illumina,505,34410000000,usa,218,-0.95%,-38.80%,"genomics, biotech, manufacturing"
da,502,34490000000,france,53,0.77%,-10.61%,"cac 40, food"
sea garena,503,34470000000,singapore,61,0.38%,-76.49%,"internet, video games, e-commerce, financial services, entertainment, tech"
m&t bank,600,29180000000,usa,169,0.46%,12.19%,"banks, financial services"
jd health,599,29190000000,china,9,9.33%,13.33%,"drugstore, internet, e-commerce, healthcare, tech"
kuhne nagel,598,29250000000,switzerland,244,-0.35%,-14.72%,transportation
loblaw companies,597,29410000000,canada,90,0.62%,18.94%,
fastenal,595,29450000000,usa,51,-0.25%,-13.79%,
hyundai,596,29410000000,south korea,31,3.47%,-23.31%,"automakers, manufacturing"
china pacific insurance,594,29480000000,china,3,-1.36%,-20.37%,
hang seng bank,593,29520000000,hong kong,15,-1.07%,-14.83%,"banks, financial services"
ahold delhaize,592,29530000000,netherlands,29,0.09%,-12.20%,"retail, food, supermarket chains"
