name,annual_revenue_usd,annual_net_income_usd,market_capitalization_2022,employees_number,ceo,headquarters_country,wikipedia_page_url,twitter_page_url,facebook_page_url
lyft,3208000000,-1009000000,14685000000,4369,logan green,usa,https://en.wikipedia.org/wiki/lyft,,
pjsc tatneft,11843000000,1674000000,14690000000,60000,,russia,https://en.wikipedia.org/wiki/tatneft,https://twitter.com/tatneftofficial,
jeronimo martins sgps,23020000000,510000000,14681000000,123458,pemanuel de castro soares dos santos,portugal,https://en.wikipedia.org/wiki/jer%c3%b3nimo martins,,
line corporation,2086000000,,,6998,,japan,https://en.wikipedia.org/wiki/line corporation,,
delta electronics thailand public company,2519000000,200000000,14671000000,9451,,thailand,https://en.wikipedia.org/wiki/delta electronics,,
subaru corporation,20027000000,511000000,14644000000,36070,tomomi nakamura,japan,https://en.wikipedia.org/wiki/subaru corporation,,
walvax biotechnology,544000000,67000000,14624000000,,,china,,,
yanzhou coal mining company,22118000000,2392000000,14615000000,63869,,china,,,
ptt exploration and production public company,6544000000,1161000000,14621000000,4496,phongsthorn thavisin,thailand,https://en.wikipedia.org/wiki/ptt exploration and production,,
smurfit kappa group,11138000000,748000000,14596000000,46000,anthony smurfit,ireland,https://en.wikipedia.org/wiki/smurfit kappa,https://twitter.com/smurfitkappa,
grab,1100000000,,,6000,,singapore,https://en.wikipedia.org/wiki/grab  company ,,
juul labs,1500000000,,,1509,,usa,https://en.wikipedia.org/wiki/juul,,
wish,,,,828,,usa,https://en.wikipedia.org/wiki/wish  company ,https://twitter.com/wishshopping,https://www.facebook.com/wish/
albertsons companies inc,71887000000,1619000000,14579000000,300000,vivek s sankaran,usa,https://en.wikipedia.org/wiki/albertsons,,
dollarama,3330000000,510000000,14569000000,20700,neil rossy,canada,https://en.wikipedia.org/wiki/dollarama,,
sekisui house,21235000000,1262000000,14549000000,16616,yoshihiro nakai,japan,https://en.wikipedia.org/wiki/sekisui house,,
sgholdings,11590000000,779000000,14540000000,51363,eiichi kuriwada,japan,,,
vodacom group,6115000000,1022000000,14538000000,5403,shameel joosub,south africa,https://en.wikipedia.org/wiki/vodacom,,
bank of nanjing,5953000000,2331000000,14536000000,11489,,china,,,
abiomed,1031000000,136000000,14526000000,1725,michael r minogue,usa,https://en.wikipedia.org/wiki/abiomed,https://twitter.com/abiomedimpella,https://www.facebook.com/abiomed/
howmet aerospace,4972000000,258000000,14530000000,19900,john c plant,usa,https://en.wikipedia.org/wiki/howmet aerospace,,
banco do brasil,19116000000,3837000000,14492000000,91673,anguilherme brandao,brazil,https://en.wikipedia.org/wiki/banco do brasil,https://twitter.com/bancodobrasil,
itausa - investimentos itau,1753000000,2618000000,14483000000,126000,alfredo egydio arruda villela filho,brazil,https://en.wikipedia.org/wiki/ita%c3%basa,,
pko bank polski en,,1161000000,14476000000,23693,iwona duda,poland,,,
bank hapoalim,4373000000,1503000000,14480000000,8708,dov kotler,israel,,,
rolls-royce holdings,14684000000,157000000,14458000000,50000,warren east,uk,https://en.wikipedia.org/wiki/rolls-royce motor cars,https://twitter.com/rollsroycecars,
bureau veritas sa,5489000000,463000000,14433000000,78395,didier michaud-daniel,france,https://en.wikipedia.org/wiki/bureau veritas,https://twitter.com/ bureauveritas,https://www.facebook.com/bureau.veritas.group/
suez sa,20307000000,-317000000,14416000000,86195,bertrand camus,france,https://en.wikipedia.org/wiki/suez environnement,,
marketaxess holdings,698000000,257000000,14402000000,527,richard mcvey,usa,https://en.wikipedia.org/wiki/marketaxess,https://twitter.com/marketaxess,
companhia paranaense de energia - copel,-753000000,1063000000,14394000000,,daniel pimentel slaviero,brazil,,,
plug power,502000000,-459000000,14386000000,2449,andrew j marsh,usa,,,
formula one group,2136000000,-190000000,14389000000,700,stefano domenicali,usa,https://en.wikipedia.org/wiki/formula one group,,
power grid corporation of india,5111000000,2106000000,14378000000,8766,shri rn nayak,india,https://en.wikipedia.org/wiki/power grid corporation of india,,
hangzhou tigermed consulting,819000000,452000000,14371000000,,,china,,,
axa equitable holdings,15499000000,-439000000,14365000000,96595,mark pearson,usa,https://en.wikipedia.org/wiki/axa equitable holdings,,
first citizens bancshares,1838000000,528000000,14361000000,6846,frank b holding,usa,https://en.wikipedia.org/wiki/first citizens bancshares,,
zillow group,8147000000,-527000000,14353000000,8005,rich barton,usa,https://en.wikipedia.org/wiki/zillow,,
yang ming marine transport corporation,11626000000,5758000000,14348000000,5861,chong-hua cheng,taiwan,https://en.wikipedia.org/wiki/yang ming marine transport corporation,,
bank of jiangsu,9355000000,2895000000,14349000000,15298,,china,,,
toast,1705000000,-487000000,14335000000,2010,chris comparato,usa,"https://en.wikipedia.org/wiki/toast, inc.",,
10x genomics,490000000,-58000000,14275000000,1148,serge saxonov,usa,https://en.wikipedia.org/wiki/10x genomics,,
sociedad quimica y minera de chile,2862000000,585000000,14270000000,5507,ricardo ramos,chile,,,
kyowa kirin,2888000000,429000000,14246000000,5752,masashi miyamoto,japan,https://en.wikipedia.org/wiki/kyowa hakko kirin,,
avic aircraft,5137000000,102000000,14252000000,,,china,,,
hal trust,7311000000,4269000000,14241000000,51397,,monaco,,,
suzano,8791000000,1851000000,14221000000,12778,walter schalka,brazil,https://en.wikipedia.org/wiki/suzano papel e celulose,,
gsx techedu,1030000000,-202000000,,,,china,,,
360 security technology,1584000000,131000000,14220000000,6639,,china,https://en.wikipedia.org/wiki/360 safeguard,,
lpl financial holdings,7720000000,459000000,14219000000,5900,dan arnold,usa,https://en.wikipedia.org/wiki/lpl financial,https://twitter.com/lpl,
asymchem laboratories tianjin,729000000,168000000,14214000000,,,china,,,
f5 inc,2603000000,331000000,14202000000,6461,francois locoh-donou,usa,https://en.wikipedia.org/wiki/f5 networks,https://twitter.com/f5networks,
marathon oil corporation,5486000000,946000000,14201000000,1531,lee m tillman,usa,https://en.wikipedia.org/wiki/marathon oil,https://twitter.com/marathonoil,
shinkin central bank,1198000000,269000000,14177000000,1223,,japan,https://en.wikipedia.org/wiki/shinkin bank,,
hasbro,6420000000,428000000,14178000000,5600,rich stoddart,usa,https://en.wikipedia.org/wiki/hasbro,https://twitter.com/hasbro,https://www.facebook.com/hasbrogaming
sino biopharmaceutical,3909000000,2126000000,14151000000,23475,,hong kong,https://en.wikipedia.org/wiki/sino biopharmaceutical limited,,
grupo bimbo,17566000000,801000000,14139000000,134458,daniel servitje montull,mexico,https://en.wikipedia.org/wiki/grupo bimbo,,
vivendi,10548000000,-601000000,14134000000,42800,arnaud de puyfontaine,france,https://en.wikipedia.org/wiki/vivendi,https://twitter.com/vivendi,https://www.facebook.com/vivendicreatejoy/
newcrest mining,4207000000,872000000,14113000000,1650,sandeep biswas,australia,https://en.wikipedia.org/wiki/newcrest mining,https://twitter.com/newcrestmining lang=en,
kion group ag,11344000000,626000000,14105000000,39602,rob smith,germany,https://en.wikipedia.org/wiki/kion group,,
centurylink,19687000000,2033000000,14099000000,36000,jeffrey storey,usa,https://en.wikipedia.org/wiki/centurylink,https://twitter.com/centurylink,https://www.facebook.com/centurylink/
dp world,7106000000,1188000000,,,,uae,https://en.wikipedia.org/wiki/dp world,https://twitter.com/dpworldcaucedo,https://www.facebook.com/dpworld/
ch robinson worldwide,23102000000,844000000,14094000000,16877,robert biesterfeld,usa,https://en.wikipedia.org/wiki/c. h. robinson,https://twitter.com/chrobinson,https://www.facebook.com/chrobinsoninc/
xero,628000000,-5000000,14079000000,3642,steve vamos,new zealand,https://en.wikipedia.org/wiki/xero  software ,https://twitter.com/xero,https://www.facebook.com/xero.accounting/
next plc,5447000000,797000000,14071000000,25491,simon wolfson,uk,https://en.wikipedia.org/wiki/next plc,https://twitter.com/nextofficial,https://www.facebook.com/nextofficial
heidelberg cement ag,18713000000,1758000000,14035000000,51209,dominik von achten,germany,https://en.wikipedia.org/wiki/heidelbergcement,,
masimo corporation,1239000000,229000000,14026000000,6200,joe kiani,usa,https://en.wikipedia.org/wiki/masimo,https://twitter.com/masimoinnovates,https://www.facebook.com/masimoinnovates/
zhejiang sanhua intelligent controls,2517000000,265000000,14018000000,14478,,china,https://en.wikipedia.org/wiki/sanhua,,
crown holdings,11394000000,-560000000,14007000000,26000,timothy j donahue,usa,https://en.wikipedia.org/wiki/crown holdings,,
oppein home group,2975000000,388000000,14011000000,,,china,,,
ihh healthcare berhad,4044000000,440000000,14007000000,55000,kelvin loh,malaysia,https://en.wikipedia.org/wiki/ihh healthcare,,
esun financial holding company,1929000000,685000000,13995000000,8000,joseph nc huang,taiwan,https://en.wikipedia.org/wiki/e.sun commercial bank,,
bestseller,,,,,,denmark,https://en.wikipedia.org/wiki/bestseller  company ,,https://www.facebook.com/bestsellercom/
uni-president enterprises,16236000000,682000000,13987000000,6000,win yang,taiwan,https://en.wikipedia.org/wiki/uni-president enterprises corporation,,
atmos energy corporation,3407000000,665000000,13973000000,4684,kevin akers,usa,https://en.wikipedia.org/wiki/atmos energy,https://twitter.com/atmosenergy,
tcl corporation,23820000000,1464000000,13961000000,48471,,china,https://en.wikipedia.org/wiki/tcl corporation,https://twitter.com/tcl usa,
sumitomo realty & development,6855000000,1098000000,13926000000,13676,,japan,https://en.wikipedia.org/wiki/sumitomo realty %26 development,,
brenntag ag,15849000000,494000000,13934000000,17237,christian kohlpaintner,germany,https://en.wikipedia.org/wiki/brenntag,,
telefonica brasil,8663000000,1227000000,13922000000,33985,eduardo navarro,usa,https://en.wikipedia.org/wiki/telef%c3%b4nica brasil,https://twitter.com/telefonicabr,
bouygues sa,41423000000,1240000000,13909000000,129000,martin bouygues,france,https://en.wikipedia.org/wiki/bouygues,,
dabur india,1353000000,0,13909000000,7740,mohit malhotra,india,https://en.wikipedia.org/wiki/dabur,https://twitter.com/daburindia,https://www.facebook.com/daburindia/
chailease holding company,2474000000,742000000,13914000000,6347,,taiwan,,,
nomura holdings,9185000000,1043000000,13865000000,15330,kentaro okuda,japan,https://en.wikipedia.org/wiki/nomura holdings,https://twitter.com/nomura,https://www.facebook.com/nomura.hd/
alstom sa,15466000000,-581000000,13861000000,75000,henri poupart-lafarge,france,https://en.wikipedia.org/wiki/alstom,,
lenovo group,10422000000,295000000,13863000000,71500,,china,https://en.wikipedia.org/wiki/lenovo,https://twitter.com/lenovoes,
medical properties trust,1544000000,656000000,13864000000,112,edward k aldag,usa,https://en.wikipedia.org/wiki/medical properties trust,,
nordson corporation,2362000000,454000000,13851000000,6813,sundaram nagarajan,usa,https://en.wikipedia.org/wiki/nordson corporation,https://twitter.com/nordson corp,
american homes 4 rent,1303000000,135000000,13841000000,1538,david p singelyn,usa,https://en.wikipedia.org/wiki/american homes 4 rent,,
campbell soup company,8476000000,1002000000,13835000000,14100,mark clouse,usa,https://en.wikipedia.org/wiki/campbell soup company,https://twitter.com/campbellsoupco,https://www.facebook.com/campbellskitchen/
mahin& mahindra,11172000000,823000000,13815000000,250000,anish shah,india,https://en.wikipedia.org/wiki/mahindra %26 mahindra,https://twitter.com/mahindrarise,
whirlpool corporation,21985000000,1783000000,13791000000,78000,marc bitzer,usa,https://en.wikipedia.org/wiki/whirlpool corporation,https://twitter.com/whirlpoolcorp,https://www.facebook.com/whirlpoolitalia/
huayu automotive systecompany,20365000000,941000000,13793000000,,,china,,,
logitech international,5691000000,669000000,13772000000,9000,bracken p darrell,switzerland,,,
amerco,5739000000,1123000000,13763000000,29800,joe shoen,usa,,,
vat group ag,958000000,231000000,13761000000,,michael allison,switzerland,,,
fortune brands home & security,7656000000,772000000,13753000000,28000,nicholas fink,usa,https://en.wikipedia.org/wiki/fortune brands home %26 security,,
rentokil initial,3869000000,344000000,13741000000,44500,andy ransom,uk,https://en.wikipedia.org/wiki/rentokil initial,https://twitter.com/rentokilinitial,https://www.facebook.com/rentokilnederland/
hua xia bank,14094000000,3460000000,13744000000,39748,,china,https://en.wikipedia.org/wiki/huaxia bank,,
capitaland investment limited,958000000,795000000,13729000000,12000,,singapore,https://en.wikipedia.org/wiki/capitaland,,
xinyi solar holdings,2048000000,628000000,13723000000,7072,,china,,,
fmc corporation,5045000000,734000000,13716000000,6400,mark a douglas,usa,https://en.wikipedia.org/wiki/fmc corporation,https://twitter.com/fmccorp,https://www.facebook.com/fmccorporation/
ab industrivarden publ,2820000000,2792000000,13700000000,15,helena stjernholm,sweden,,,
orient securities company,3975000000,843000000,13643000000,6339,,china,,,
zomato,525000000,-151000000,13641000000,3755,deepinder goyal,india,https://en.wikipedia.org/wiki/zomato,,
nippon yusen kabushiki kaisha,16643000000,7363000000,13632000000,35057,hitoshi nagasawa,japan,,,
bunge,59152000000,2078000000,13633000000,22000,greg heckman,usa,https://en.wikipedia.org/wiki/bunge limited,,https://www.facebook.com/bunge/
china eastern airlines corporation,10536000000,-1917000000,13628000000,77005,,china,https://en.wikipedia.org/wiki/china eastern airlines,,
sk bioscience coltd,756000000,289000000,13589000000,,ahn jae-yong,south korea,,,
hansoh pharmaceutical group company,1559000000,426000000,13590000000,9178,,china,,,
ptc inc,1807000000,476000000,13565000000,6709,james e heppelmann,usa,https://en.wikipedia.org/wiki/ptc  software company ,https://twitter.com/ptc,https://www.facebook.com/ptc.inc
aeroports de paris sa,3060000000,-273000000,13570000000,22448,augustin de romanet,france,https://en.wikipedia.org/wiki/groupe adp,,
ceridian hcm holding,1024000000,-75000000,13555000000,7462,,usa,https://en.wikipedia.org/wiki/ceridian,,
iron mountain,4491000000,450000000,13548000000,26750,william meaney,usa,https://en.wikipedia.org/wiki/iron mountain  company ,https://twitter.com/ironmountain,https://www.facebook.com/ironmountain/
alinma bank,1773000000,722000000,13546000000,2592,abdullah al-khalifa,saudi arabia,https://en.wikipedia.org/wiki/alinma bank,,
siam cement public company,15744000000,1401000000,13543000000,53728,roongrote rangsiyopash,thailand,https://en.wikipedia.org/wiki/siam cement group,,
kirin holdings company,14420000000,473000000,13536000000,31151,yoshinori isozaki,japan,https://en.wikipedia.org/wiki/kirin company,,
asahi kasei corporation,17960000000,1181000000,13467000000,44497,hideki kobori,japan,https://en.wikipedia.org/wiki/asahi kasei,,
love's travel stops & country stores,,,,36000,tom and judy love,usa,https://en.wikipedia.org/wiki/love's,,
trex company,1196000000,208000000,13462000000,1924,james e cline,usa,"https://en.wikipedia.org/wiki/trex company, inc.",,
