name,headquarters,number_of_employees,address,industry,website,market_cap,telephone,revenue
pennon group plc,united kingdom,"2,636","peninsula house, rydon lane, exeter, ex27hr",alternative energy,www.pennon-group.co.uk,3,44 1392 446677,1
vietnam international commercial joint stock bank,vietnam,"11,340","tang 1  tang tret  va tang 2 toa nha sai, so 111a pasteur, phuong ben nghe, quan 1, ho chi minh",financial services,www.vib.com.vn,2,84 4 62760068,1
netdragon websoft holdings ltd,china,"4,784","851 building, no.58, wenquan branch road, fuzhou, fujian, 350001",technology and communications,www.netdragon.com,1,86 591 87085777,1
allied group ltd,hong kong,"4,020","22nd floor, allied kajima building, 138 gloucester road, wanchai, hong kong",financial services,www.alliedgroup.com.hk,822,852  25192288,1
zscaler inc,united states of america,"4,975","120 holger way, san jose, california, 95134",technology and communications,www.zscaler.com,16,1 408 5330288,1
tennant co,united states of america,"4,263","104000 clean street, eden prairie, minnesota, 55344",industrial goods and machinery,www.tennantco.com,1,1 763 5401200,1
punjab & sind bank,india,"8,735","21- rajendra place, new delhi, 110008",financial services,punjabandsindbank.co.in,2,91 11 25782926,1
gulf insurance group kscp,kuwait,"3,831","company building, ahmad al jaber street,  sharq safat, p.o.box 1040, kuwait city, 13011",financial services,www.gulfinsgroup.com,945,965  1802080,1
companhia de saneamento de minas gerais,brazil,"10,572","rua mar de espanha, 525, bairro santo antonio, belo horizonte, 30.330-900",environmental and waste management services,www.copasa.com.br,1,55 31 32501548,1
eastern co sae,egypt,"16,643","450 al ahram street, giza, 12211",consumer packaged goods,www.easternegypt.com,1,20 2 35724711,1
bankunited inc,united states of america,"1,465","14817 oak ln, miami lakes, florida, 33016-1517",financial services,www.bankunited.com,2,1 305 5692000,1
the container store group inc,united states of america,"2,300","500 freeport pkwy, coppell, texas, 75019",retailing,investor.containerstore.com/about/overview/default,250,1 972 5386000,1
byblos bank sal,lebanon,"1,520","byblos bank tower, elias sarkis avenue, achrafieh area, p.o. box 1353530, beirut, 11072811",financial services,www.byblosbank.com,554,961 1 335200,1
nigerian breweries plc,nigeria,"2,740","iganmu house, 1 abebe village road,  iganmu, po box 545, lagos",consumer packaged goods,www.nbplc.com,1,234 1 2717400,1
vir biotechnology inc,united states of america,444,"499 illinois st ste 500, san francisco, california, 94158-2521",pharmaceuticals and healthcare,www.vir.bio,3,1 415 9064324,1
world wrestling entertainment inc,united states of america,870,"1241 e main st, stamford, connecticut, 6902",media,corporate.wwe.com,6,1 203 3528600,1
pra group inc,united states of america,"3,361","120 corporate blvd ste 100, norfolk, virginia, 23502",financial services,www.pragroup.com,1,1 757 5199300,1
golden entertainment inc,united states of america,"6,300","6595 s jones blvd, las vegas, nevada, 89118-3337",leisure and arts,www.goldenent.com,1,1 702 8914284,1
einhell germany ag,germany,"1,956","wiesenweg 22, landau an der isar, 94405",consumer packaged goods,www.einhell.com,253,49 9951 9420,1
ichor holdings ltd,united states of america,"1,850","3185 laurelview ct, fremont, california, 94538-6535",technology and communications,www.ichorsystems.com,905,1 510 8975200,1
astec industries inc,united states of america,"4,041","1725 shepherd rd, chattanooga, tennessee, 37421-2947",industrial goods and machinery,www.astecindustries.com,874,1 423 8995898,1
lendingtree inc,united states of america,"1,407","1415 vantage park drive, suite 700, charlotte, north carolina, 28203",financial services,www.lendingtree.com,383,1 704 5415351,1
insulet corp,united states of america,"2,300","100 nagog park, acton, massachusetts, 01720-3440",medical equipment,www.omnipod.com,20,1 978 6007000,1
veson holdings ltd,china,"3,155","scud industrial park, no. 98 jiangbin dong avenue, fuzhou, fujian, 350015",clean technology,www.scudgroup.com,39,86 591 63158888,1
celsia sa esp,colombia,"1,429","cr 43 a 1 a sur 143 piso 5, medellin",power,www.celsia.com/es,661,57 4 3266600,1
marston's plc,united kingdom,"11,089","marstons house, brewery road, wolverhampton, wv14jt",leisure and arts,www.marstonspubs.co.uk,324,44 1902 711811,1
alior bank sa,poland,"7,678","ul. lopuszanska 38d, warszawa, 02-232",financial services,www.aliorbank.pl,1,48 12 3707000,1
joyful honda co ltd,japan,"1,943","1-16-2, fujisaki, tsuchiura-shi, ibaraki , 300-0813",retailing,www.joyfulhonda.com,1,81 29 8222215,1
hypera sa,brazil,"9,000","r nova cidade 404, vila olimpia, sao paulo, 04.547-070",pharmaceuticals and healthcare,www.hypera.com.br,5,55 62 38788150,1
uniti group inc,united states of america,754,"2101 riverfront drive, suite a, little rock, arkansas, 72202",construction,uniti.com,1,1 501 8500820,1
vina concha y toro sa,chile,"3,228","av. nueva tajamar 481, torre norte, providencia, santiago, 7550099",consumer packaged goods,www.conchaytoro.com/es,925,56 2 4765200,1
aditya birla fashion and retail ltd,india,"24,818","701-704, 7f,skyline icon business park, 86-92 offandheri kurla rd, marol village, andheri eas, mumbai, 400059",retailing,www.abfrl.com,3,,1
ts corp,south korea,572,"116, wolmi-ro, jung-gu, incheon, 22300",consumer packaged goods,www.ts.co.kr,212,82 2 4106000,1
us silica holdings inc,united states of america,"1,863","24275 katy freeway, suite 600, texas, 77494",metals and mining,www.ussilica.com,885,1 301 6820600,1
mlp se,germany,"2,258","alte heerstrasse 40, wiesloch, 69168",financial services,mlp-se.de,653,49 6222 3080,1
wuhan department store group co ltd,china,"9,373","no. 690, jiefang avenue, jianghan district, wuhan, hubei, 430022",retailing,www.wushang.com.cn,1,86 27 85714295,1
energinetdk,denmark,"1,155","tonne kjaersvej 65, fredericia, 7000",power,www.energinet.dk,,45 70 102244,1
cbiz inc,united states of america,"6,000","suite 500, 6050 oak tree boulevard, south, cleveland, ohio, 44131",business and consumer services,www.cbiz.com,2,1 216 4479000,1
bio-techne corp,united states of america,"3,000","614 mckinley pl n e, minneapolis, minnesota, 55413",medical equipment,www.bio-techne.com,12,1 612 3798854,1
commercial bank of dubai psc,united arab emirates,"1,110","al itihad road, deira,  2668, p.o. box, dubai",financial services,www.cbd.ae,3,971 4 2121000,1
duke realty corp,united states of america,340,"8711 river crossing blvd, indianapolis, 46240",construction,www.dukerealty.com,18,1 317 8086000,1
jsw energy ltd,india,"1,603","jsw centre, bandra kurla complex, bandra  east , mumbai, 400051",power,www.jsw.in/energy,5,91 22 42861000,1
grand pharmaceutical group ltd,hong kong,"9,649","units 3302, the center, 99 queen's road central, hong kong",pharmaceuticals and healthcare,chinagrandpharm.com,2,852 2 8663718,1
toho zinc co ltd,japan,"1,051","tekko bldg., 1-8-2, marunouchi, chiyoda-ku, tokyo, 100-8207",metals and mining,www.toho-zinc.co.jp,226,81362121711,1
banco del bajio sa,mexico,,"avenida manuel j. clouthier no. 402, colonia jardines de campestre, leon, 37128",financial services,www.bb.com.mx,4,52 477 7104699,1
armstrong world industries inc,united states of america,"2,960","2500 columbia ave, lancaster, pennsylvania, 17603",construction,www.armstrong.com,3,1 717 3970611,1
biocon ltd,india,"3,203","20th km, hosur road, electronics city, bangalore, 560100",pharmaceuticals and healthcare,www.biocon.com,3,91 80 28082808,1
ibl ltd,mauritius,"24,404","ibl house caudan waterfront, port louis",financial services,www.iblgroup.com,762,230 203 2000,1
north pacific bank ltd,japan,"2,976","3-7, odori-nishi, chuo-ku, sapporo-shi, hokkaido, 060-0042",financial services,www.hokuyobank.co.jp,831,81 11 2611311,1
rayonier inc,united states of america,406,"1 rayonier way, jacksonville, florida, 32097",construction,www.rayonier.com,5,1 904 3579100,1
taiwan business bank co ltd,taiwan,"5,617","no. 30, ta cheng street, neighborhood 9, yuchuan li, datong district, taipei, 103",financial services,www.tbb.com.tw,3,886 2 25597171,1
wns holdings ltd,india,"52,081","gate 4, godrej & boyce complex, pirojshanagar, vikroli w , mumbai, 400079",technology and communications,www.wns.com/about-wns,4,91 22 40812882,1
sato holdings corp,japan,"5,656","tamachi station tower n, msb tamachi, 3-1-1, shibaura, minato-ku, tokyo, 108-0023",technology and communications,www.sato.co.jp,533,81 3 66282400,1
senao international co ltd,taiwan,"3,752","2f, no.531, chung cheng road, hsin-tien district, new taipei, 231",technology and communications,www.senao.com.tw,268,886 2 22183588,1
royal bafokeng platinum ltd,south africa,"11,158","the pivot no 1 monte casino boulavard, block c 4th floor fourways, johannesburg, 2021",metals and mining,www.bafokengplatinum.co.za,2,27 11 5308040,1
century pacific food inc,philippines,"18,753","7th floor,centerpoint building, ortigas business center, metro manila, julia vargas corner garnet street, pasig, 1605",consumer packaged goods,centurypacific.com.ph,1,63 2 86338555,1
elopak as,norway,"2,600","karenslyst alle 53, oslo, 0279",paper and packaging,www.elopak.com,655,47 31 271000,1
extreme networks inc,united states of america,"2,643","2121 rdu center drive, suite 300, morrisville, north carolina, 27560",technology and communications,www.extremenetworks.com,2,1 408 5792800,1
thryv holdings inc,united states of america,"2,630","2200 west airfield drive, p.o. box 619810, dallas fort worth airport, texas, 75261-9810",media,www.thryv.com,696,1 972 4537000,1
dxp enterprises inc,united states of america,"2,490","5301 hollister street, houston, texas, 77040",industrial goods and machinery,www.dxpe.com,550,1 713 9964700,1
vossloh ag,germany,"3,792","vosslohstrasse 4, werdohl, 58791",construction,www.vossloh.com,803,49 2392 520,1
china motor corporation,taiwan,"4,779","11f, no.2, section 2, tun hwa south road da'an district, taipei, 106",automotive,www.china-motor.com.tw,1,886 2 23250000,1
hangzhou silan microelectronics co ltd,china,"6,880","no.4 huanggushan road, hangzhou, zhejiang, 310012",technology and communications,www.silan.com.cn,7,86 571 88210880,1
888 holdings plc,united kingdom,"1,764","suite 601/701, europort road, europort, gibraltar city",leisure and arts,corporate.888.com,526,350 200 49800,1
pt tunas baru lampung tbk,indonesia,"2,838","wisma budi lantai 8-9, jl. h.r. rasuna said kav. c-6, jakarta, 12940",chemicals,www.tunasbarulampung.com,241,62 21 5213383,1
villeroy & boch ag,germany,"6,408","saaruferstrasse, mettlach, 66693",consumer packaged goods,www.villeroyboch-group.com,293,49 6864 810,1
ichikoh industries ltd,japan,"3,519","80, itado, isehara-shi, kanagawa, 259-1192",automotive,www.ichikoh.com,274,81 46 3961451,1
radisson hospitality ab,belgium,"4,431","avenue du bourget 44, brussels, bruxelles-capitale , b1130",leisure and arts,www.radissonhospitalityab.com/,,32 2 7029200,1
sparebank 1 sr-bank asa,norway,"1,510","christen tranes gate 35, stavanger, 4007",financial services,www.sparebank1.no/nb/bank,3,47 91 502002,1
hanger inc,united states of america,"5,200","suite 300, 10910 domain drive, austin, texas, 78758",medical equipment,corporate.hanger.com/about,,1 512 7773800,1
quest holdings sa,greece,"2,383","2a, argyroupoleos str., kallithea, athina, 17676",technology and communications,www.quest.gr,615,30 21 19994000,1
unilumin group co ltd,china,"5,876","building a, no. 112 yongfu road, qiaotou community, fuyong street, baoan district, shenzhen, guangdong, 518103",construction,www.unilumin.cn,948,86 755 29918999,1
universal insurance holdings inc,united states of america,"1,047","suite 100, 1110 w. commercial blvd., fort lauderdale, florida, 33309",financial services,universalinsuranceholdings.com,371,1 954 9581200,1
renew holdings plc,united kingdom,"3,630","3175 century way, thorpe park, leeds, ls158zb",construction,www.renewholdings.com,706,44 113 2814200,1
exlservice holdings inc,united states of america,"37,400","320 park ave fl 29, new york, 10022-6815",technology and communications,www.exlservice.com,5,1 212 2777100,1
systemair ab,sweden,"6,830","industrivagen 3, skinnskatteberg, 73930",construction,www.systemair.com,1,46 222 44000,1
balkrishna industries ltd,india,"3,229","bkt house,c/15, trade world,kamala mills compound, senapati bapat marg, lower parel, mumbai, 400011",automotive,www.bkt-tires.com,5,91 22 66663800,1
electricity generating public co ltd,thailand,388,"egco tower,222 moo 5, vibhavadi rangsit road, thungsonghong, lak si, bangkok, 10210",power,www.egco.com/en,2,66 29 985000,1
wafa assurance sa,morocco,491,"1, bd abdelmoumen, casablanca, 20100",financial services,www.wafaassurance.ma,1,212 52 2545555,1
godrej agrovet ltd,india,"2,711","plot no b-2, m.i.d.c, miraj industrial area, mumbai, 400079",agriculture and forestry,www.godrejagrovet.com,1,91 22 25194416,1
uno minda ltd,india,"5,766","nawada, fatehpur, sikanderpur badda imt manesar, gurgaon, 122004",automotive,unominda.com,3,91 124 2290693,1
bank millennium sa,poland,"6,778","ul. stanislawa zaryna 2a, warszawa, 02-593",financial services,www.bankmillennium.pl,1,48 22 5981110,1
premier investments ltd,australia,"11,000","level 7, 417 st kilda road, melbourne, victoria, 3004",retailing,www.premierinvestments.com.au,3,61 3 96506500,1
ferro corp,united states of america,"3,585","6060 parkland blvd ste 250, mayfield heights, ohio, 44124-4225",chemicals,www.ferro.com,1,1 216 8755458,1
pt lippo karawaci tbk,indonesia,"14,014","lippo karawaci central, tangerang, 15811",construction,www.lippokarawaci.co.id,346,62 25 669000,1
taihei dengyo kaisha ltd,japan,"1,970","2-4, kanda jimbo-cho, chiyoda-ku, tokyo, 101-8416",construction,www.taihei-dengyo.co.jp,512,81 3 52137211,1
dna oyj,finland,"1,604","lakkisepantie 21, helsinki, 00620",technology and communications,www.dna.fi,,,1
associated banc-corp,united states of america,"4,000","433 main st, green bay, wisconsin, 54301",financial services,www.associatedbank.com,3,1 920 4917012,1
strategic education inc,united states of america,"3,742","2303 dulles station blvd, herndon, virginia, 20171-6353",business and consumer services,www.strategiceducation.com,2,1 703 5611600,1
omnicell inc,united states of america,"3,800","590 east middlefield road, mountain view, california, 94043",technology and communications,www.omnicell.com,2,1 650 2516100,1
the bank of kyoto ltd,japan,"3,602","700, yakushimae-cho, karasuma-dori, matsubara-agaru, shimogyo-ku, kyoto-shi, 600-8652",financial services,www.kyotobank.co.jp,3,81 75 3612211,1
neurocrine biosciences inc,united states of america,900,"12780 el camino real, san diego, california, 92130-2042",pharmaceuticals and healthcare,www.neurocrine.com,10,1 858 6177600,1
future plc,united kingdom,"2,527","1-10 praed mews, paddington, w21qy",media,www.futureplc.com,2,44 1225 442244,1
daily mail & general trust plc,united kingdom,"5,899","northcliffe house, 2 derry street, london, greater london, w85tt",media,www.dmgt.com,,44 20 79386000,1
leg immobilien ag,germany,"1,515","hans-boeckler-strasse 38, duesseldorf, 40476",construction,www.leg-wohnen.de,5,49 211 45680,1
service stream ltd,australia,"4,500","l 4 357 collins st, melbourne, victoria, 3000",technology and communications,www.servicestream.com.au,281,61 3 96778888,1
stoneco ltd,united kingdom,"15,485","4th floor, harbour place, 103 south church street, p.o. box 10240, grand cayman, ky1-1002",technology and communications,www.stone.co,3,55 1 130049680,1
ping an healthcare and technology co ltd,china,"2,796","ugland house, grand cayman, ky1-1104, po box 309, shanghai",technology and communications,www.pagd.net,3,,1
